names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Nestin_Control (for_DEGs),mean_expr_Nestin_Mutant (for_DEGs)
Brinp3,14.408473,1.8750684,4.577166382228607e-47,1.1191171804548945e-43,0.6879150066401063,0.64419967,1.4627327
Ralyl,13.010038,1.1624382,1.0728855371228909e-38,1.3116025691327342e-35,0.8220451527224436,1.3085871,1.9524117
Dpp10,12.359873,0.82486403,4.3083661897756395e-35,3.511318444667146e-32,0.9203187250996016,1.8034928,2.300812
Naaladl2,11.934336,0.67424715,7.838168046711304e-33,5.3965310103997825e-30,0.9747675962815405,2.4787757,2.9143248
Grik2,11.92443,0.6464165,8.828680589611096e-33,5.3965310103997825e-30,0.9800796812749004,2.7478285,3.172483
Lingo2,11.764337,0.74996555,5.959296086917329e-32,3.237884207225082e-29,0.8937583001328021,1.8057173,2.256603
Cadm2,11.754374,0.55732435,6.705649307222911e-32,3.279062511232003e-29,0.9946879150066401,3.163525,3.536197
Mir99ahg,11.2351465,0.9273849,2.7403766156137916e-29,1.2182219682137673e-26,0.852589641434263,1.4876845,2.0171993
Il1rapl1,10.877655,0.494299,1.473034421855155e-27,6.002615269059756e-25,0.9760956175298805,2.8815033,3.207735
Tenm2,10.766813,0.62961787,4.937995885618348e-27,1.8574461446672093e-24,0.9641434262948207,2.3189273,2.719934
Nlgn1,10.679747,0.48663718,1.2661645845070877e-26,4.422532013028328e-24,0.9760956175298805,2.7229033,3.041228
Erbb4,10.573093,0.53008443,3.9717207200496477e-26,1.2947809547361851e-23,0.9920318725099602,3.2989326,3.6549408
Pcdh7,10.009372,1.2005315,1.3862968282565013e-23,3.987642053043701e-21,0.7343957503320053,1.2236421,1.8740685
Pcdh9,9.960235,0.27863565,2.2752516243484138e-23,6.1811002461465246e-21,1.0,5.3979673,5.590305
Adgrl3,9.939798,0.9025482,2.7939193132274896e-23,7.190666021938118e-21,0.8114209827357237,1.4113926,1.9166489
Celf2,9.649163,0.40997946,4.955855077093796e-22,1.211706566349433e-19,0.9681274900398407,2.5120325,2.7759426
Nrg3,9.555531,0.46406636,1.2295272358448124e-21,2.7329037196732416e-19,0.9641434262948207,2.3829699,2.6789289
Adgrb3,8.60856,0.4678524,7.398451990847605e-18,1.2059476745081596e-15,0.9083665338645418,2.0357697,2.323225
Csmd1,8.389365,0.50578713,4.88772556306711e-17,7.70999290432199e-15,0.9561752988047809,2.3086574,2.629408
Tmeff2,8.061311,0.30186072,7.548050954384982e-16,1.0545705476269304e-13,0.9920318725099602,4.22819,4.4346695
Rbfox1,7.9492235,0.43832535,1.87684394888904e-15,2.415201818438791e-13,0.953519256308101,2.1709838,2.4444664
Cntnap2,7.850552,0.43741447,4.142092720045387e-15,5.063708350255485e-13,0.900398406374502,1.9007798,2.1641006
Dach2,7.8195868,1.6783861,5.299708669146516e-15,6.320872046860113e-13,0.3930942895086321,0.30312863,0.7576848
Pde4d,7.41075,0.83624846,1.2558743772018982e-13,1.248862753463652e-11,0.6560424966799469,1.0362253,1.4461772
Pcdh17,7.402711,0.97047675,1.3343186670870208e-13,1.2793761337363787e-11,0.5444887118193891,0.6539285,1.0327451
Lsamp,7.2158985,0.35443246,5.357909397202181e-13,5.0384955677535894e-11,0.9920318725099602,3.1651368,3.4015744
Cdh10,7.0128384,0.51978064,2.335310314244107e-12,2.0034504274831021e-10,0.9057104913678619,2.0466242,2.367047
Pcdh11x,6.9802876,0.8765397,2.9457608685115022e-12,2.483581146038146e-10,0.6334661354581673,0.91938215,1.3265873
Kcnip4,6.8119297,0.30317056,9.629809164107864e-12,7.848294468747909e-10,0.9787516600265604,2.7291553,2.9268482
