names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_0 (for_DEGs),mean_expr_Rest (for_DEGs)
Elavl2,28.726477,1.2493532,1.782253876387356e-181,4.682693834820139e-177,0.9616144510302004,0.8214285714285714,1.2507428,0.7171678
Grip1,28.615284,1.0341012,4.336677131870991e-180,5.697092748138921e-176,0.9991532599491956,0.9933035714285714,2.4585161,1.827595
Gria4,28.57606,0.98027855,1.3331489939669541e-179,1.1675718889162585e-175,0.9997177533163986,0.9880952380952381,2.420785,1.8242129
Meg3,26.746483,0.46526486,1.3567832647193913e-157,8.912030874309322e-154,1.0,1.0,4.24084,3.923808
Rbms3,26.440884,1.5660266,4.6452078733651336e-154,2.4409638332959105e-150,0.9274626023144228,0.7514880952380952,1.2060224,0.5824196
Ptprm,26.376749,2.2026014,2.532858643284895e-153,1.1091387998944555e-149,0.7719446796500141,0.45089285714285715,0.9022744,0.27634978
Grik1,25.059134,1.8877696,1.388213624063859e-138,5.2105606798076904e-135,0.8721422523285352,0.6071428571428571,1.2764307,0.52957654
Cadps,24.8228,0.40508133,5.087138502378906e-136,1.6707434626437923e-132,1.0,0.9992559523809523,2.6600356,2.4016793
Kcnmb2,24.784391,2.4616416,1.3208938971137343e-135,3.4705166252766256e-132,0.6796500141123342,0.33482142857142855,0.7667427,0.19001548
Erbb4,24.506075,1.9709163,1.2725570589377251e-132,2.786263680544149e-129,0.9542760372565622,0.8311011904761905,2.2302222,1.137113
Nxph1,24.167393,2.1517065,4.901581702915565e-129,9.906473666338735e-126,0.8035563082133785,0.5119047619047619,1.3463539,0.49463063
Dlx6os1,23.635902,2.3600793,1.6482048697049933e-123,2.8869956497752663e-120,0.6861416878351679,0.3244047619047619,0.88445246,0.24444342
Kcnc2,23.6269,1.240143,2.0397306823335635e-123,3.349492746727003e-120,0.9686706181202371,0.9017857142857143,1.8481001,1.1829135
Cntnap3,23.143387,2.2711058,1.6946762209130453e-118,2.6191719428393736e-115,0.607112616426757,0.23363095238095238,0.4377686,0.10776681
Fgf12,22.242506,0.4625562,1.3330027109219067e-109,1.843332275092746e-106,0.9997177533163986,0.9992559523809523,2.8406708,2.5418847
Spock1,22.19531,0.9563006,3.8120083263673506e-109,5.007835338348789e-106,0.9729043183742591,0.8363095238095238,1.4424511,0.98028284
Cux2,22.020624,1.3851444,1.8273346704662724e-107,2.2862567205633737e-104,0.7462602314422806,0.40476190476190477,0.5050677,0.2243996
Col19a1,21.555992,1.857143,4.652010893599316e-103,5.092788925767852e-100,0.7070279424216765,0.40029761904761907,0.6290375,0.21651454
Dner,21.275618,0.8963966,1.909796486850341e-100,1.9299228036733022e-97,0.934801016088061,0.8229166666666666,0.95670384,0.62123674
Alk,21.272768,2.0305104,2.0294258820425552e-100,1.9748568749920773e-97,0.6356195314705052,0.3132440476190476,0.5733066,0.1735171
Klf12,21.133728,0.683627,3.895393325301811e-99,3.6552701510349923e-96,0.9850409257691222,0.9464285714285714,1.4186223,1.0816764
Gad2,20.911528,2.0931811,4.205466828230519e-97,3.8101529463768504e-94,0.5797346881174146,0.2418154761904762,0.42562622,0.11719738
Ctnna2,20.55567,0.31955507,6.847987963610463e-94,5.804001153416172e-91,1.0,1.0,2.9808645,2.7718713
Cit,20.353756,0.9407681,4.3002625738354475e-92,3.423790874695532e-89,0.9023426474738921,0.6986607142857143,0.786839,0.48445684
Frmd4a,20.175968,0.3117157,1.59214010102197e-90,1.1951968289786069e-87,1.0,1.0,2.713968,2.513763
Utrn,19.787754,1.284598,3.7958823165856152e-87,2.7703614440547347e-84,0.7753316398532317,0.5119047619047619,0.63697463,0.31162417
A230057D06Rik,19.699837,0.44249335,2.1631955607995452e-86,1.4956789516959801e-83,0.9991532599491956,0.9933035714285714,2.123124,1.858466
Fhod3,19.69148,1.0168685,2.5512449801433508e-86,1.7187541181611898e-83,0.8498447643240192,0.5930059523809523,0.6961897,0.40359607
