names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Nestin_Control (for_DEGs),mean_expr_Nestin_Mutant (for_DEGs)
Naaladl2,16.107344,1.3972982,2.2655132713957855e-58,8.556843626061881e-55,0.9195230998509687,1.8880657,2.7579925
Tenm2,11.598963,0.9016276,4.171024437727001e-31,5.251319767098295e-28,0.9523099850968704,2.3539402,2.9337487
Dpp10,10.691199,0.7883995,1.1191442635152212e-26,1.0567519708242477e-23,0.8956780923994039,2.127851,2.622888
Ptprd,10.586368,0.6183628,3.447090773040024e-26,2.6039323699544343e-23,0.9806259314456036,2.8930771,3.3021908
Dlg2,8.208815,0.46117166,2.233822254906723e-16,1.2053066652546705e-13,0.9508196721311475,2.7102876,3.0115802
Nrxn1,8.0303955,0.46238187,9.71589272216738e-16,4.587115851453275e-13,0.9329359165424739,2.5822344,2.8817832
Celf2,7.879818,0.35203072,3.2785887812238484e-15,1.2383229826682476e-12,0.977645305514158,3.127004,3.3614743
Pcdh9,7.686806,0.4328402,1.5085349369341445e-14,4.8015427177532444e-12,0.9687034277198212,2.8660831,3.1512399
Nlgn1,7.685374,0.4642035,1.5255099976976152e-14,4.8015427177532444e-12,0.9299552906110283,2.497707,2.7965727
Nrxn3,7.309198,0.41642576,2.687416692259784e-13,6.766915231110136e-11,0.8897168405365127,2.2793932,2.5420437
Adgrb3,6.8738475,0.4548555,6.2493060458296085e-12,1.3113127186165793e-09,0.8688524590163934,2.1815803,2.465868
Lsamp,6.837859,0.32938573,8.038537950493623e-12,1.5979767283691797e-09,0.9687034277198212,3.0937653,3.3127823
Grm7,6.608143,0.52332205,3.891706311337968e-11,6.390858581705871e-09,0.7839046199701938,1.7275823,2.034739
Nrg3,6.5031323,0.38182145,7.866445043695155e-11,1.1884625172014642e-08,0.9552906110283159,2.7710042,3.0209994
Cntnap2,6.3997335,0.41108626,1.5564849416991155e-10,2.2610937018452152e-08,0.8807749627421758,2.230676,2.488614
Fgf14,6.2482605,0.4199957,4.150492762757285e-10,5.408757528896083e-08,0.8464977645305514,2.0927105,2.3521776
Csmd1,6.248171,0.33848584,4.1528718119668097e-10,5.408757528896083e-08,0.9254843517138599,2.5795698,2.7982097
Kcnip4,6.049072,0.24410504,1.4568286163801465e-09,1.8341472280226046e-07,0.9746646795827124,3.1718376,3.3344898
Marchf1,5.7888284,0.48420706,7.0879154378499376e-09,7.045014897041899e-07,0.7317436661698957,1.5945512,1.8705581
Lingo2,5.673612,0.35691518,1.3981758990844002e-08,1.1735356379648398e-06,0.827123695976155,1.9909863,2.207996
Gm28307,5.350255,1.4173971,8.783047220575245e-08,6.5046214415907255e-06,0.3412816691505216,0.34103596,0.7350169
Dcc,5.278905,0.5301084,1.299581863453309e-07,9.089853144931756e-06,0.669150521609538,1.3549423,1.6397388
Rbfox1,5.1865172,0.19527769,2.1426326268372623e-07,1.4451291842079177e-05,0.9195230998509687,2.673745,2.8003318
Galntl6,5.1641364,0.43248886,2.4155148351765674e-07,1.5813786304048263e-05,0.7093889716840537,1.5221827,1.7637738
Frmpd4,4.9942217,0.49612522,5.907350793159716e-07,3.380615749358219e-05,0.6318926974664679,1.2694167,1.528
Kcnq5,4.9005804,0.5684367,9.555384508210938e-07,5.230534389494596e-05,0.5678092399403875,1.064885,1.3398025
Ralyl,4.878289,0.444171,1.070098575924762e-06,5.7739461732397505e-05,0.6259314456035767,1.2870233,1.5189219
Maml3,4.8664722,0.29416513,1.136078242033189e-06,6.043616225576556e-05,0.8464977645305514,2.323376,2.5090444
Lrrc4c,4.770414,0.32902017,1.8384757094774559e-06,9.136740466705725e-05,0.7347242921013413,1.7169474,1.9076914
Kctd16,4.667373,0.61609167,3.0507506995115165e-06,0.00013717482609589283,0.5618479880774963,1.0287672,1.3231511
Opcml,4.6335335,0.2752824,3.5947676464200407e-06,0.00015255547641043253,0.8375558867362146,2.1396532,2.309808
Lrrtm4,4.3869867,0.25052196,1.149316907129039e-05,0.00041342571030727435,0.9046199701937406,2.4683065,2.6283567
Cadm2,4.3095493,0.20885292,1.6358743617129565e-05,0.0005455120563314512,0.9195230998509687,2.5983279,2.7330146
Kcnh7,4.2472415,0.5287535,2.164186680356419e-05,0.000669358172838782,0.5439642324888226,1.0177104,1.266668
Asic2,4.2243237,0.68559134,2.3965950889282616e-05,0.0007184079088001623,0.47093889716840537,0.7879489,1.0744
Lrfn5,4.2031064,0.36626118,2.632765060859598e-05,0.0007708491189819149,0.6512667660208644,1.3502591,1.5442656
Nav2,4.1671185,0.30313224,3.084743592208933e-05,0.000856696804983319,0.9061102831594635,2.7517781,2.9497256
Tafa1,4.028984,0.35781923,5.60183571895357e-05,0.0013562906096466433,0.6140089418777943,1.2937117,1.479601
Syt1,3.9247794,0.1464509,8.680921918609227e-05,0.0017916853599227896,0.8584202682563339,2.3050792,2.3969162
Fgf12,3.8655152,0.4471433,0.0001108549260317844,0.0020727676020893546,0.5663189269746647,1.1236279,1.3429378
Nrg1,3.798731,0.2134941,0.00014543880639483425,0.0025549877755966927,0.7078986587183308,1.696266,1.8187025
Grm5,3.6486905,0.17134921,0.0002635804743179814,0.004182955678567293,0.7555886736214605,1.9005796,2.002468
Xkr4,3.576356,0.32675406,0.00034841732617013914,0.005109404088523171,0.5827123695976155,1.2030195,1.3667184
Snhg11,3.5421581,0.36977553,0.00039686763881065067,0.005636988762426067,0.5722801788375559,1.1731447,1.3569342
Ccser1,3.540099,0.28451726,0.00039997696275620486,0.005636988762426067,0.5916542473919523,1.2792046,1.4253305
Hs6st3,3.4477112,0.252104,0.0005653581501348573,0.007094211737738725,0.5856929955290611,1.2417134,1.3690345
Kcnd2,3.4161992,0.072489075,0.0006350179625268969,0.00766282058934214,0.7585692995529061,1.9845158,2.0280044
Sgcz,3.3991897,0.37112808,0.0006758581257641787,0.00795238673212244,0.5499254843517138,1.1043453,1.2834402
Pcdh15,3.3468187,0.47770375,0.0008174463629959032,0.008958450989449073,0.4798807749627422,0.88524026,1.0927118
Unc5c,3.3442225,0.52360487,0.0008251350423741404,0.008958450989449073,0.45603576751117736,0.80837977,1.0255722
