names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_13 (for_DEGs),mean_expr_Rest (for_DEGs)
Tshz2,45.143684,4.6188974,0.0,0.0,0.9663573085846868,0.37855249595052276,2.8475826,0.5075287
Hs6st3,40.993313,2.798999,0.0,0.0,1.0,0.786887056398174,3.7309642,1.9243637
Tenm2,39.289886,1.9881995,0.0,0.0,1.0,0.9378589309380062,4.680033,3.3290825
Kcnb2,38.35449,2.0766437,0.0,0.0,1.0,0.7632528346340746,2.9287791,1.6481194
Lingo2,37.81289,2.113428,0.0,0.0,1.0,0.879031070534531,3.9896543,2.5844836
5730522E02Rik,36.233166,2.0587287,1.8297529867370852e-287,8.194243792270914e-284,1.0,0.7396554262995141,2.801788,1.5505805
Vwc2l,35.40725,3.3491333,1.3207415585467623e-274,5.0697608111645e-271,0.8538283062645011,0.29303489913120306,1.579657,0.32072762
Arpp21,35.368645,1.746527,5.182864671187246e-274,1.7407946714350164e-270,1.0,0.7916359888087174,2.960826,1.8652991
Ldb2,35.1151,2.4237401,3.9650959653669145e-270,1.183801428771211e-266,0.9849187935034803,0.5415623619496392,2.032319,0.8046802
Satb2,34.99923,2.6112278,2.3115133002730114e-268,6.211036237833581e-265,0.9269141531322506,0.4031438668826388,1.5186337,0.45970684
Khdrbs2,34.902893,2.1192572,6.719941700736808e-267,1.6414984863527094e-263,0.988399071925754,0.703504638492122,2.4565194,1.2396842
Meis2,34.494854,2.575496,9.581488957948225e-261,2.14545506916724e-257,0.925754060324826,0.4748932410543366,1.8358495,0.63350105
Lrrc4c,34.20945,1.8564838,1.7497269500796388e-256,3.616551011433838e-253,1.0,0.9117950228243263,3.8141882,2.5835774
Asap1,33.98623,1.9692575,3.559130330505462e-253,6.830987998620125e-250,0.9756380510440835,0.6915770873214548,2.0620244,1.0124803
Grm7,33.84845,1.4547509,3.825091338606668e-251,6.852013617890745e-248,1.0,0.8886761890737741,3.6195216,2.6567535
