names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Emx1_Control (for_DEGs),mean_expr_Nestin_Control (for_DEGs)
Naaladl2,15.640352,1.736326,3.865818438565007e-55,4.818742683671282e-52,0.9851116625310173,0.6216967,1.3538599
Rbfox1,15.366723,0.49468654,2.7366513374143446e-53,2.7289887136695842e-50,1.0,4.018645,4.356305
Ank3,13.949266,0.4806915,3.1785569824757066e-44,2.1131046819498497e-41,0.9975186104218362,2.589829,2.9015272
Dab1,13.837026,0.4037802,1.5238331523635863e-43,8.442035664094268e-41,1.0,3.2447715,3.51509
Gria1,13.705645,0.46223286,9.392996049755067e-43,4.683347830407876e-40,1.0,3.1738558,3.4827178
Dpp10,13.70094,1.6226106,1.0021783886416348e-42,4.7589156626354206e-40,0.9900744416873449,0.743488,1.4809868
Erbb4,13.497705,1.955887,1.6132318623244246e-41,6.994412230912679e-39,0.858560794044665,0.32023418,0.90192235
Anks1b,13.413362,0.37742734,5.049686790936309e-41,2.0981448616340363e-38,1.0,3.272751,3.5255992
Hexb,13.248243,1.7365944,4.6188863495132645e-40,1.6449833813337956e-37,0.8709677419354839,0.3033795,0.7798406
Dscaml1,13.044035,0.77711225,6.872169587860755e-39,2.284309171004915e-36,0.9950372208436724,1.4095008,1.8408724
Tnr,12.934226,0.8520098,2.885130774085095e-38,8.990788774742678e-36,0.9975186104218362,1.5747511,2.0684276
Cmss1,12.931145,1.161107,3.0031490795955613e-38,9.074970491432406e-36,0.9801488833746899,0.9059724,1.4579277
Camk1d,12.855885,0.7152839,7.970919734846964e-38,2.3378238704674682e-35,1.0,1.9330819,2.3706505
Grin2a,12.793276,0.5461442,1.7877722573661244e-37,4.952129152904165e-35,1.0,3.2391953,3.6053262
Kalrn,12.391671,0.44443667,2.899383904927664e-35,6.298087125376377e-33,1.0,2.8320491,3.1243737
Rbfox3,12.227688,0.81153053,2.211439541498804e-34,4.4104950215652144e-32,0.9950372208436724,1.1901568,1.6124128
Dlgap2,12.032076,0.45123336,2.4102297059202907e-33,4.291930469185204e-31,1.0,2.5956202,2.8881536
Meg3,11.621713,0.3956667,3.1966246958505385e-31,5.225695322462552e-29,1.0,3.8212695,4.0902567
St6galnac5,11.478167,0.53703684,1.698434579055344e-30,2.646373378490608e-28,1.0,2.2002745,2.5374844
Adarb2,11.443294,2.0711591,2.5405293329746924e-30,3.8975628474497896e-28,0.6823821339950372,0.136125,0.47796705
