names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Control (for_DEGs),mean_expr_Mutant (for_DEGs)
Meg3,18.746254,0.33234036,2.0771495068040409e-78,1.023411562002351e-74,1.0,1.0,3.904675,4.1308846
Mtus2,13.352545,0.57280433,1.1447075845744077e-40,1.6114212197708876e-37,0.8671407185628742,0.8252427184466019,0.7731865,1.0062429
C130071C03Rik,12.868257,0.33421102,6.791765643309999e-38,8.365757331147091e-35,0.9820359281437125,0.9850634802091113,1.5254595,1.7110962
Naaladl2,12.789555,0.45694125,1.8754677532429371e-37,2.0534288044951e-34,0.9535928143712575,0.9439880507841673,1.4127327,1.6610786
A830082K12Rik,12.666585,0.62769735,9.057260140815952e-37,8.92502414276004e-34,0.8214820359281437,0.7684839432412248,0.645173,0.8756153
Mir99ahg,12.426487,0.5242152,1.8770456273284056e-35,1.541367300974509e-32,0.968188622754491,0.9619118745332338,1.6581233,1.9616885
Cacnb4,11.707826,0.38581762,1.1622231356390524e-31,6.736792222698366e-29,0.9910179640718563,0.9835698282300224,1.8147165,2.0431726
Tenm2,11.453198,0.45795292,2.266272049748699e-30,1.240658043234649e-27,1.0,0.9992531740104555,3.6350195,3.945251
Cacna2d3,10.316823,0.5638641,5.91481941891508e-25,1.9428210184663069e-22,0.9034431137724551,0.8984316654219567,1.570458,1.8916538
Ksr2,9.6893835,0.27225357,3.3454074718630863e-22,6.867842755778928e-20,0.9393712574850299,0.9439880507841673,1.0948153,1.224261
Runx1t1,9.577806,0.4523714,9.91278729621783e-22,1.878473192633279e-19,0.8671407185628742,0.8401792382374906,0.99614763,1.2050112
Satb2,9.105503,0.49718514,8.586736062561173e-20,1.3430745581028223e-17,0.8222305389221557,0.7662434652725915,0.9074316,1.1268984
Msra,8.998248,0.28934398,2.293473315805308e-19,3.323512654991986e-17,0.9674401197604791,0.9551904406273338,1.4393642,1.5958825
Hs6st3,8.8596945,0.55755913,8.023390576091428e-19,1.0830478183123962e-16,0.936377245508982,0.9148618371919343,2.149092,2.497473
Tenm4,8.813245,0.2741636,1.215744581687671e-18,1.5164490010063682e-16,0.9876497005988024,0.9850634802091113,2.0915987,2.2600322
Prkcb,8.754652,0.29870942,2.047348305101287e-18,2.4906876788232203e-16,0.9827844311377245,0.9716206123973115,1.7643877,1.9388785
Nr2f1,8.723324,0.664578,2.7015230312999405e-18,3.2073262590879055e-16,0.6025449101796407,0.5466766243465273,0.3300689,0.48235053
Zbtb16,8.69827,0.61063826,3.3698137268540886e-18,3.9531124362404986e-16,0.6620508982035929,0.6049290515309933,0.47809714,0.66063184
Asap1,8.524413,0.32199797,1.5358677962376086e-17,1.627359275712408e-15,0.9543413173652695,0.9454817027632562,1.3972542,1.5697156
Gm28307,8.420773,1.3896482,3.7401066547102286e-17,3.799485667578824e-15,0.33645209580838326,0.20687079910380882,0.096376345,0.23514251
Ntm,8.140108,0.26521578,3.949245220213096e-16,3.6033205925907264e-14,0.9928892215568862,0.9955190440627334,2.5611029,2.7318857
Chrm3,8.091606,0.5006306,5.888322262806661e-16,5.1348254493537026e-14,0.8592814371257484,0.8610903659447349,1.46646,1.7434192
Adcy8,7.9590373,0.35582024,1.7338327174187486e-15,1.4237656331203626e-13,0.8491766467065869,0.8439133681852129,1.050152,1.2172292
Satb1,7.9172716,0.5999374,2.4277935182626665e-15,1.9524724892120088e-13,0.6549401197604791,0.5952203136669156,0.54348254,0.7392146
4930578G10Rik,7.7726893,0.38835785,7.683713715621158e-15,5.824254996440837e-13,0.8169910179640718,0.7908887229275579,0.7853951,0.9407422
