names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Vascular (for_DEGs),mean_expr_Rest (for_DEGs)
Utrn,22.965769,3.2200832,1.0252311726678127e-116,6.719015026727836e-114,0.7223198594024605,0.36788432822231126,1.7109295,0.39647478
9530026P05Rik,22.689568,3.7958295,5.67922323351682e-114,3.391127295213266e-111,0.6572934973637962,0.21968896820482936,1.4204663,0.2037704
Cped1,21.282333,5.918567,1.6549842197032792e-100,6.263299434285508e-98,0.5588752196836555,0.08041665149142295,1.3474404,0.0460023
Foxp1,21.28101,1.5591443,1.7024020840022998e-100,6.353269999603027e-98,0.8400702987697716,0.7928397130057909,2.316651,1.4115275
Ptn,20.439167,2.3829088,7.500707988542665e-93,2.0565716699198103e-90,0.7750439367311072,0.5968605455803621,1.9417706,0.7630407
Ebf1,20.175896,5.3924656,1.594500124998729e-90,3.930662234744573e-88,0.5360281195079086,0.07750300469825545,1.3690381,0.06746428
Phldb2,20.161263,5.1167912,2.1433871865143234e-90,5.235710336512715e-88,0.5342706502636204,0.07218559930072477,1.0855665,0.054979682
Arhgap29,19.683968,4.6926775,2.9590885609052444e-86,6.023538608448782e-84,0.5500878734622144,0.1364315110900681,1.0922503,0.073810026
Atp1a2,19.4907,3.601836,1.3166799768771748e-84,2.474069299209069e-82,0.6414762741652021,0.3082638307171213,1.9137765,0.38930547
Rbms1,18.898975,2.6827056,1.1628772479664275e-79,1.9287970156085127e-77,0.648506151142355,0.3907928761335907,1.2779272,0.33880082
Pdgfd,18.682274,5.572392,6.901511407156244e-78,1.0418180421926308e-75,0.4797891036906854,0.03354335870634082,0.92457503,0.031460408
Gulp1,18.071484,4.705925,5.3455989152182084e-73,6.972633148151129e-71,0.4850615114235501,0.06646756746913356,0.9435622,0.058383577
Sptbn1,17.906382,1.0737536,1.051528041527281e-71,1.2960806640292678e-69,0.8224956063268892,0.8477983756419128,2.126603,1.5061096
Lama2,17.85246,3.1335993,2.7657601349074155e-71,3.393423507989144e-69,0.5764499121265377,0.21469934807153002,1.2837437,0.2603692
Nxn,17.347507,4.185433,2.0598926748938965e-67,2.2871618253883884e-65,0.48857644991212656,0.10230542302509378,0.90857285,0.07824358
Hmcn1,17.127638,5.9159865,9.232645424848534e-66,9.69067119397188e-64,0.44112478031634444,0.034635976253778636,0.99832696,0.02798744
Flt1,16.976112,7.6124115,1.2339191321206785e-64,1.25114743698425e-62,0.4253075571177504,0.01668062789088393,1.2616383,0.012851938
Slco1a4,16.718628,7.947129,9.590156583206209e-63,9.10556563218201e-61,0.4165202108963093,0.012273737116218087,1.187073,0.009186135
2610307P16Rik,16.071732,5.0909996,4.02675480337162e-58,3.239488070856151e-56,0.421792618629174,0.040463269840113635,0.71701056,0.030293375
Tmsb4x,15.94378,1.6272585,3.1472657002456777e-57,2.4583438769070165e-55,0.7908611599297012,0.719852860836945,1.9299713,1.0669123
Itga1,15.603738,5.708475,6.865361293747354e-55,5.012833096820419e-53,0.4077328646748682,0.0412281021233201,0.8484757,0.025230208
Zbtb20,15.526951,1.3355014,2.279647532587514e-54,1.6466163763609275e-52,0.9437609841827768,0.8659722475142951,3.1542256,2.2915163
Slc6a20a,15.422185,7.2095227,1.1610926152127217e-53,8.124624627803602e-52,0.3884007029876977,0.017336198419346614,1.0160378,0.011836057
Ahnak,15.29367,5.742999,8.426506864695862e-53,5.660505986359445e-51,0.39191564147627417,0.02491168008158211,0.68705636,0.018276934
Nfia,15.264469,1.210065,1.318977621662967e-52,8.816151416438787e-51,0.7926186291739895,0.737152638671377,1.9767168,1.3051236
Sparc,15.253813,3.1578083,1.5529393200150013e-52,1.0328584041782941e-50,0.4780316344463972,0.13912663437374803,0.925651,0.15760753
Uaca,15.072107,6.645571,2.4710390750060946e-51,1.6154944025648118e-49,0.37961335676625657,0.01595221619259205,0.6018169,0.0082107205
Abcb1a,14.832295,7.5209436,9.05815722938298e-50,5.582401026456895e-48,0.36906854130052724,0.00899588447390465,0.7410132,0.005960756
Cald1,14.787965,3.0617912,1.7516959166680154e-49,1.0648884452685424e-47,0.5043936731107206,0.23902829879447865,0.97320855,0.17996395
Ptgds,14.591144,2.894688,3.197914788472305e-48,1.863947296447957e-46,0.5799648506151143,0.3606730524092217,1.5810547,0.4180841
mt-Co1,14.398421,1.9957656,5.293917708083702e-47,2.963491017004356e-45,0.6449912126537786,0.5115271151254689,1.435832,0.5895286
Neat1,14.197556,3.0085058,9.486440039985973e-46,5.041890912221126e-44,0.44639718804920914,0.12703500018210293,0.74012357,0.12770611
Sned1,14.175548,4.458911,1.2982711620927544e-45,6.8401070834181e-44,0.3936731107205624,0.06741450267691299,0.7282612,0.047571294
Ptprm,14.097163,2.101257,3.953459243325823e-45,2.066720814555737e-43,0.5975395430579965,0.37564191280911974,1.3615748,0.51665133
Malat1,14.061185,0.6216292,6.577525773729669e-45,3.4119327710447143e-43,1.0,0.9935535564701169,5.403565,4.9751163
Cst3,14.001369,1.5948495,1.5289518747109105e-44,7.840255128527131e-43,0.718804920913884,0.5834577703317916,1.536342,0.79188454
Rbpms,13.971501,5.753451,2.3266988938834655e-44,1.1885627239286828e-42,0.35676625659050965,0.01981279819353899,0.5890701,0.014762919
Epas1,13.950213,4.280887,3.13667274381087e-44,1.5932400118373928e-42,0.3866432337434095,0.062242779619040685,0.739858,0.054831564
Cgnl1,13.831084,6.571593,1.655062526244655e-43,8.235468533369237e-42,0.34797891036906853,0.013366354663655898,0.5756713,0.008149723
Arhgap31,13.810516,2.777178,2.2024807351792257e-43,1.0918940471266751e-41,0.47627416520210897,0.1973267290672688,0.8918862,0.19063933
Cfh,13.622927,3.2564492,2.926036243271242e-42,1.3940176215726644e-40,0.4112478031634446,0.09443857668354154,0.77400386,0.115351796
Nfat5,13.564166,0.94200087,6.531858540579692e-42,3.068374807436649e-40,0.7100175746924429,0.7530684342790546,1.4954149,1.0301851
Rplp1,13.482447,1.5594937,1.9841581382969586e-41,9.129165954801247e-40,0.7012302284710018,0.6523655169902028,1.5301939,0.801033
Ddx5,13.437609,0.88250846,3.640102806797228e-41,1.6549841356792132e-39,0.7539543057996485,0.8068616381979095,1.6205835,1.1631769
Zic1,13.338088,6.044233,1.3897822801529486e-40,6.203230875034839e-39,0.3374340949033392,0.014786757475325053,0.5602229,0.011316732
Tbx15,13.223452,6.303359,6.42469272033969e-40,2.8253926905978315e-38,0.3391915641476274,0.022507921477218924,0.6789866,0.012230765
Col1a2,13.173795,6.6019955,1.2419554190056812e-39,5.426234489216692e-38,0.3304042179261863,0.01074407254980515,0.5914408,0.008269077
Tcf12,13.156341,0.7879327,1.5648279847989792e-39,6.79271857052481e-38,0.7697715289982425,0.8117055759915505,1.7798647,1.3493123
Itih5,13.149114,5.322316,1.7218056125904224e-39,7.462083356500749e-38,0.3427065026362039,0.027898168044578796,0.6375178,0.022043735
Bnc2,13.092656,6.9530897,3.626967013764917e-39,1.5469302168232272e-37,0.3304042179261863,0.014386131041264523,0.99137217,0.013586567
Pard3b,12.921968,2.1593516,3.383734996563029e-38,1.3755061930052736e-36,0.5289982425307557,0.32305058819244636,1.0139576,0.33160442
Igf1r,12.905606,1.4950475,4.185093820974392e-38,1.6910296386403292e-36,0.664323374340949,0.6861638197909459,1.5652565,0.8511829
Colec12,12.822738,4.6644435,1.2230385617391698e-37,4.8511502503266765e-36,0.3655536028119508,0.07692027533962195,0.77816397,0.04538579
Msi2,12.785716,1.4636714,1.9703985729066587e-37,7.763139245454827e-36,0.6537785588752196,0.651637105291911,1.4792569,0.8015512
mt-Co3,12.641933,1.6340567,1.2396814360478082e-36,4.7586057409435153e-35,0.664323374340949,0.6064027388279856,1.5241016,0.7687004
Nedd4,12.6156845,0.9538111,1.730472530585041e-36,6.595432183946107e-35,0.70298769771529,0.7549987252795279,1.4354905,0.9756664
Cp,12.592464,4.533604,2.323049810733265e-36,8.754607070743736e-35,0.3462214411247803,0.05171723057872309,0.64667076,0.038504254
Calm1,12.561251,0.983164,3.4483818536589086e-36,1.2905016769890651e-34,0.7996485061511424,0.8373456677714244,1.8725736,1.3309913
Mill2,12.494622,5.3230414,7.987522477043289e-36,2.9280317729625263e-34,0.3286467486818981,0.03128528244163601,0.49487472,0.015868407
Wwtr1,12.339421,3.748545,5.555371739886359e-35,1.9797458706995552e-33,0.36379613356766255,0.08551553337946607,0.6178928,0.06167211
Apoe,12.317562,1.9818027,7.286351527176828e-35,2.5795028397265e-33,0.5500878734622144,0.3424627599519248,1.1312592,0.4262815
Gpc6,12.270447,1.6062657,1.3053054855260044e-34,4.555007583906979e-33,0.6537785588752196,0.5490403175875005,1.7266945,0.9235024
Itm2a,12.247348,5.3827167,1.7358074472869266e-34,6.025987869328129e-33,0.31985940246045697,0.026914812251884766,0.56220084,0.01792335
Pdlim5,12.207213,2.3659344,2.844670141890866e-34,9.799523937513791e-33,0.46397188049209137,0.23618749317114032,0.78956825,0.20966454
Mecom,12.1734705,6.6952057,4.303853081713935e-34,1.4638548393120688e-32,0.3093145869947276,0.016061477947335836,0.7657928,0.011043426
Ccdc141,12.092668,3.8244808,1.1547495119541751e-33,3.849642603747976e-32,0.36203866432337434,0.09188913573951997,0.71789783,0.07150487
Cpq,12.052023,3.1267111,1.8924717851472393e-33,6.262403555037724e-32,0.37961335676625657,0.11006300761190224,0.64514124,0.09871984
Fbxl7,12.020056,2.3545163,2.7878463235321867e-33,9.157632116541548e-32,0.5149384885764499,0.37768146556433696,1.1865155,0.3680843
Ptprb,11.978105,5.2657375,4.6278458023732185e-33,1.5109382346265902e-31,0.3409490333919156,0.07167571111192046,0.85742503,0.034666643
Foxp2,11.949812,3.1134496,6.507254634175513e-33,2.111714154834493e-31,0.4253075571177504,0.1974724114069272,1.0782281,0.2022055
Airn,11.868715,2.7792177,1.7208909634796396e-32,5.485212359276147e-31,0.437609841827768,0.22449648541355574,0.7797066,0.15872236
Bsg,11.802204,2.4121535,3.802178177461656e-32,1.1963059441264017e-30,0.5360281195079086,0.417124959026842,1.2337797,0.37660113
Lef1,11.792538,5.012324,4.264911038179002e-32,1.3387635466807218e-30,0.3145869947275923,0.03503660268783917,0.6368215,0.027216485
Gnas,11.78667,1.1311088,4.572678627753074e-32,1.4336974880714716e-30,0.6836555360281195,0.7111483410423571,1.3867015,0.8630761
Tcf7l2,11.778031,2.2845857,5.066224027768091e-32,1.5829004607689373e-30,0.421792618629174,0.16017773245438321,0.6776638,0.18143572
Fut8,11.743331,0.9692419,7.641591338476922e-32,2.3682763467690298e-30,0.6678383128295254,0.7376625268601814,1.4617517,0.99045587
Tgfbr3,11.645879,2.1956837,2.4082693998769147e-31,7.278987488716839e-30,0.5026362038664324,0.37356593946898786,0.909661,0.28052798
Slco1c1,11.602415,3.6245198,4.006125864444303e-31,1.1987149440714746e-29,0.3427065026362039,0.07462577849000256,0.7848081,0.09225604
Egflam,11.597588,6.1648693,4.238564046689699e-31,1.2640423522147857e-29,0.29525483304042177,0.015223804494300178,0.47130585,0.008356629
Adgrl4,11.551954,7.641814,7.216074829647065e-31,2.1377721132592796e-29,0.28822495606326887,0.007794005171723058,0.68729806,0.0049364725
Eya2,11.526596,5.1305313,9.69001284432017e-31,2.8612158805151976e-29,0.31282952548330406,0.042612084350074665,0.6047772,0.02344097
Dock6,11.508098,4.514889,1.2009840555470199e-30,3.5384256110250463e-29,0.3233743409490334,0.05736242124048512,0.5359033,0.030540409
Hsp90ab1,11.404193,0.95889336,3.9845664783536794e-30,1.1438600563393521e-28,0.7627416520210897,0.80995738791565,1.6583012,1.1589614
Dlc1,11.397034,1.676504,4.3260856495187284e-30,1.2366161851337046e-28,0.6063268892794376,0.5460902502094184,1.4374957,0.6952739
Ddr2,11.347032,5.1957526,7.672357957721847e-30,2.1587042756438327e-28,0.29876977152899825,0.028043850384237172,0.4751214,0.01645875
Fn1,11.250246,3.3737183,2.3094707663032779e-29,6.30645116774076e-28,0.3444639718804921,0.08857486251229195,0.6171512,0.0791382
