names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Emx1_Control (for_DEGs),mean_expr_Nestin_Control (for_DEGs)
Naaladl2,12.092826,1.7859993,1.1525336723860182e-33,2.3640770687982005e-30,0.9163763066202091,0.84630835,1.721004
Dpp10,11.111678,1.8853047,1.1007167336008253e-28,9.407459016508386e-26,0.9337979094076655,0.85495275,1.7904232
Cmss1,10.730809,1.4572015,7.295433373854353e-27,3.937998141171065e-24,0.9616724738675958,1.0595101,1.8206109
Erbb4,10.465035,1.6662344,1.250299958925487e-25,5.365941308884128e-23,0.7804878048780488,0.41260418,0.9635692
Gria1,10.464628,0.8072702,1.255680493498626e-25,5.365941308884128e-23,0.9233449477351916,2.4277267,2.9487374
Rbfox1,10.303985,1.3619378,6.760175778582499e-25,2.666629337890081e-22,0.9686411149825784,3.0252905,3.9392068
Hexb,10.172216,1.4553194,2.638368211948195e-24,1.002189051175581e-21,0.8466898954703833,0.49546117,1.0146619
Cacna1c,10.099011,0.9980401,5.580200468540586e-24,1.9076845335117416e-21,0.8257839721254355,1.6789495,2.2729502
Ctnnd2,9.957685,0.99867356,2.3343446527363481e-23,6.840296788132567e-21,0.8641114982578397,1.6995642,2.2960565
Grin2a,9.917219,0.88661015,3.5038192358442303e-23,9.981991689671784e-21,0.8850174216027874,2.1410577,2.7001393
Slc24a2,9.898511,0.9009507,4.2251740481280576e-23,1.1711725685838205e-20,0.9059233449477352,1.9703648,2.5279152
Hivep3,9.769793,1.1119536,1.5176207169531583e-22,3.796272700749169e-20,0.7874564459930313,0.86355346,1.3773769
Tnr,9.663035,1.0469545,4.328431967915633e-22,9.65052136150929e-20,0.7909407665505227,1.0469297,1.5727966
Adarb2,9.604269,1.8824944,7.670052327327096e-22,1.6388345139388893e-19,0.6724738675958188,0.24102825,0.69561964
Nrg1,9.574173,1.5448668,1.0267542256401697e-21,2.149059456768486e-19,0.8815331010452961,0.7939318,1.5121698
Dlgap1,9.442608,1.0773995,3.636143404216889e-21,7.036280519556306e-19,0.9512195121951219,2.4094198,3.10778
Csmd1,9.416376,1.4194633,4.669248004074735e-21,8.868112505516756e-19,0.9686411149825784,2.819193,3.7650206
Prkce,9.344188,0.68315184,9.259709202116565e-21,1.6958495995876337e-18,0.8885017421602788,1.9328662,2.35025
Meg3,9.151822,1.1865952,5.598118118971655e-20,9.899017142788499e-18,0.9372822299651568,2.7741873,3.561061
Gm11867,8.999922,3.0248935,2.258777333180632e-19,3.6771460839842157e-17,0.519163763066202,0.048390966,0.33900538
Dlgap2,8.981621,1.0153832,2.668065454794686e-19,4.2755748913084844e-17,0.8397212543554007,1.7812784,2.3961422
Ank3,8.890928,0.6938343,6.060045223052701e-19,9.561819047327463e-17,0.9024390243902439,2.2405987,2.6800585
Dscaml1,8.879541,1.0579203,6.713686156542392e-19,1.0432661397196784e-16,0.7700348432055749,0.97356105,1.488326
Grik4,8.859206,0.9844297,8.058615266316142e-19,1.2335695249453485e-16,0.7735191637630662,1.3108721,1.8501297
Camk1d,8.792508,0.74930453,1.4625707974473977e-18,2.1126938167071142e-16,0.9860627177700348,2.4965694,2.98201
Nkain2,8.788848,1.4730971,1.5110094636021961e-18,2.1267101064755331e-16,0.9721254355400697,2.1373289,3.0799246
Lrrtm4,8.71178,1.4223125,2.9914012193068908e-18,3.940372784532904e-16,0.9651567944250871,1.8561072,2.7388723
Dpp6,8.711576,0.9351159,2.9967733735722167e-18,3.940372784532904e-16,0.8710801393728222,1.4933765,2.0282238
Phactr1,8.687785,0.94167423,3.695744591850119e-18,4.737944566751852e-16,0.9163763066202091,2.0155876,2.6023042
Otud7a,8.659113,0.87662184,4.7544895976129775e-18,5.946590891843744e-16,0.7665505226480837,1.2586144,1.7277346
Cntn5,8.632678,1.5112978,5.993196704754611e-18,7.405569325778709e-16,0.7247386759581882,0.43244874,0.93306303
Kcnq3,8.62312,1.0176066,6.515370700605109e-18,7.954957369691191e-16,0.8118466898954704,1.3473405,1.9116558
Lars2,8.557033,1.1571664,1.1580935396924377e-17,1.3810938771029817e-15,0.8850174216027874,0.8298402,1.3567433
Cacna1e,8.518804,0.8704456,1.612095997448021e-17,1.900420293083552e-15,0.8327526132404182,1.5347644,2.035381
Nalf1,8.446006,1.2224891,3.014388983218064e-17,3.3973157595477426e-15,0.9094076655052264,2.320907,3.1105287
Ryr2,8.432382,0.83826756,3.387006924393731e-17,3.735176668449689e-15,0.8954703832752613,2.0040345,2.5238397
Ksr2,8.412657,1.0683786,4.008262255784327e-17,4.327235546876216e-15,0.759581881533101,0.63932663,1.0568558
Kcnq1ot1,8.330912,0.84664017,8.022228964402072e-17,8.57041461030288e-15,0.7421602787456446,1.1962842,1.6390243
Csmd2,8.300817,0.9793019,1.0339857152403375e-16,1.0932533500520518e-14,0.7456445993031359,0.8940368,1.3477601
Plxna4,8.295936,0.9056296,1.0773365616509406e-16,1.1274656914583722e-14,0.8013937282229965,1.2298328,1.7110486
Frmd4a,8.211954,0.9713928,2.1761825650221453e-16,2.231892838686712e-14,0.818815331010453,1.5927882,2.1611426
Kcnma1,8.064324,0.756344,7.36422430218304e-16,6.993285596591599e-14,0.8815331010452961,2.0545309,2.5250845
Ntm,8.045209,1.3328387,8.609810366660438e-16,8.101120653254078e-14,0.8153310104529616,0.67272437,1.2288016
Slc35f3,8.035245,1.1185855,9.339181600551324e-16,8.707513317750398e-14,0.7456445993031359,0.80272955,1.3013558
Ctnna2,7.9791217,1.049217,1.4737823469124393e-15,1.337620508843715e-13,0.8606271777003485,1.8017884,2.4399247
Sgcz,7.8900557,1.1232327,3.0205140639015758e-15,2.674905999909086e-13,0.7770034843205574,0.5540022,0.96027696
Klhl29,7.8135977,0.88805157,5.5578404598443044e-15,4.871898440697708e-13,0.7282229965156795,0.9761477,1.4015299
Ptprd,7.686709,1.1964788,1.5096785399474727e-14,1.2386610484561024e-12,0.9930313588850174,2.2031312,2.9681826
Celf4,7.660071,0.5055969,1.858307752437592e-14,1.4889690866406207e-12,0.8466898954703833,1.7389262,2.0360353
Ephb2,7.598457,1.276398,2.9968325172876857e-14,2.3462224654429393e-12,0.6655052264808362,0.24425589,0.5129372
Nfasc,7.5919495,0.9397776,3.1512775262151147e-14,2.448447144610774e-12,0.7700348432055749,0.6438911,1.0057076
Galnt17,7.530742,0.7653724,5.0452722010003316e-14,3.832911977293289e-12,0.8153310104529616,1.6125586,2.0574257
St6galnac5,7.5041037,0.77477443,6.185030091831408e-14,4.664240339839921e-12,0.8153310104529616,1.3349621,1.7561897
Ptprn2,7.477262,0.86006,7.588703453702264e-14,5.65731010660962e-12,0.7839721254355401,1.1362361,1.5767083
Grik1,7.4500136,1.8206656,9.33306589387485e-14,6.740839704759188e-12,0.49825783972125437,0.13865052,0.42222628
Etl4,7.402024,1.1806636,1.34124547942977e-13,9.619450095826378e-12,0.8153310104529616,1.0054308,1.5950493
Anks1b,7.3725386,0.9381575,1.6740930859207367e-13,1.1923262978613246e-11,0.9094076655052264,2.1743078,2.768701
Ptprt,7.3544407,1.5693969,1.917283752457274e-13,1.3417426055662154e-11,0.554006968641115,0.18634367,0.47493774
Myt1l,7.354034,0.7137695,1.9231295146083625e-13,1.3417426055662154e-11,0.8501742160278746,1.4917923,1.894643
Sntg1,7.34346,0.8872225,2.0814185055262126e-13,1.442366769775462e-11,0.8466898954703833,1.6051502,2.1233237
Ube2e2,7.3070607,0.80723137,2.7304904561499394e-13,1.854563583991641e-11,0.8292682926829268,1.5016263,1.9608265
Clstn2,7.3070607,0.8468888,2.7304904561499394e-13,1.854563583991641e-11,0.8257839721254355,1.9065584,2.425321
Rbfox3,7.282659,0.78327215,3.273033667633259e-13,2.2084364010030723e-11,0.7839721254355401,1.0507985,1.4353223
Ctif,7.2489038,1.0384063,4.2015868241842704e-13,2.7800951270215407e-11,0.7073170731707317,0.4136529,0.7189651
Zeb2,7.2442265,0.7777361,4.3491357783483016e-13,2.8592779835089858e-11,0.8710801393728222,1.7848356,2.2514198
Kalrn,7.2316194,0.80804986,4.772690499521271e-13,3.1177524689866345e-11,0.8501742160278746,1.8475673,2.337677
Kcnh7,7.220435,1.1032243,5.182150051078646e-13,3.3426497436391574e-11,0.7735191637630662,0.61038697,1.0321392
Nav2,7.186476,0.82972574,6.64848773649024e-13,4.2352105730089385e-11,0.7560975609756098,0.98551565,1.3824137
Dgki,7.171225,1.0789815,7.432952189730436e-13,4.705701089992305e-11,0.7839721254355401,0.84447986,1.3357517
Elavl3,7.1596346,0.84072846,8.089248875961004e-13,5.08977524367215e-11,0.8327526132404182,0.8902462,1.2729366
Chsy3,7.1085944,1.3636447,1.1723070353837202e-12,7.286776336300263e-11,0.5853658536585366,0.22565319,0.5016349
Sdk2,7.1061544,1.54917,1.1932106277724415e-12,7.372029035201301e-11,0.5923344947735192,0.17091337,0.4353228
Epb41l1,7.085616,1.0552508,1.3842693976020632e-12,8.400631326512877e-11,0.7456445993031359,0.40816408,0.71660185
Grin2b,7.008548,0.5414642,2.408043275501639e-12,1.4112509619168465e-10,0.9233449477351916,2.4404247,2.7880967
Cadps,6.9491706,0.7825232,3.674400552625272e-12,2.1290763880070503e-10,0.8397212543554007,2.025556,2.5111465
Tshz2,6.9396133,2.496599,3.931747367488097e-12,2.2653933146605574e-10,0.397212543554007,0.069710284,0.3417789
Gm28307,6.9339194,3.1865156,4.093374313359375e-12,2.3323137198785417e-10,0.3519163763066202,0.023184309,0.19353998
Kirrel3,6.931276,1.1290497,4.170612482204159e-12,2.363193459529605e-10,0.7839721254355401,0.66546106,1.1209284
Kcnj6,6.9268026,0.7484435,4.304590552308592e-12,2.425707731015215e-10,0.7526132404181185,0.86597914,1.198122
Nebl,6.9158216,0.86635923,4.651591046168822e-12,2.6069244682790955e-10,0.7979094076655052,1.3848779,1.8654513
Auts2,6.866205,0.79543924,6.593225530187371e-12,3.655141677708199e-10,0.8641114982578397,2.234651,2.7395847
Rora,6.832653,0.9199976,8.335847534082117e-12,4.47604462353645e-10,0.7630662020905923,0.9065892,1.3330253
Gpr158,6.785883,0.7647472,1.1537849628141007e-11,6.068317219805854e-10,0.8118466898954704,1.3217459,1.7356094
Adcy2,6.762295,0.94198114,1.3582283700545366e-11,7.10713783840782e-10,0.7560975609756098,0.69308984,1.0719069
Sez6l,6.709425,0.77411115,1.9539307863545135e-11,1.0070107610478336e-09,0.7770034843205574,0.7656518,1.0876637
Kcnip4,6.670789,1.4807249,2.5443193565443845e-11,1.2982357871004583e-09,1.0,3.0738597,4.070098
Sgip1,6.669772,0.61377424,2.5620079549624483e-11,1.300789781489845e-09,0.7979094076655052,1.3098223,1.637079
Prkn,6.668349,0.8117316,2.5869743779587652e-11,1.3069955280958175e-09,0.7874564459930313,1.1539003,1.5706924
Il1rapl1,6.654521,1.0980622,2.8422380742538837e-11,1.42195091168526e-09,0.9512195121951219,1.7482612,2.4120343
Lrrc4c,6.6530976,0.95201975,2.8698742434498985e-11,1.4278129076576174e-09,0.9128919860627178,1.5098587,2.0568776
Ntrk3,6.6524878,0.6370642,2.8817986728268996e-11,1.4278129076576174e-09,0.8222996515679443,1.5729495,1.9375942
Slit1,6.63195,0.7958359,3.3128147389902635e-11,1.6256568403389544e-09,0.7526132404181185,0.72864413,1.0513628
Rbfox2,6.627883,0.59503865,3.405357339346806e-11,1.6631116605876593e-09,0.8048780487804879,1.2543161,1.5653808
Grm8,6.6207657,1.1399487,3.573431422917749e-11,1.7369247712532905e-09,0.5470383275261324,0.24899721,0.4843255
Lrfn2,6.604295,0.89239174,3.994146916204587e-11,1.9322627722921814e-09,0.7073170731707317,0.45416042,0.7261306
Asic2,6.53902,1.0991719,6.192313893487342e-11,2.907820887583337e-09,0.7735191637630662,0.7429942,1.2123299
Large1,6.526413,0.8086777,6.736352253001855e-11,3.1403649412175923e-09,0.8257839721254355,1.4773792,1.9348435
Dock10,6.515025,1.264363,7.267738629382911e-11,3.3575642965293303e-09,0.5644599303135889,0.27809918,0.57108676
Zeb1,6.507095,0.9939201,7.661805365433727e-11,3.5080123137450134e-09,0.759581881533101,0.5975489,0.96639013
Ntng2,6.4963174,1.0749502,8.230988468198748e-11,3.751867454659839e-09,0.6306620209059234,0.22958341,0.43416598
Zfp827,6.478423,0.9690617,9.268624944468545e-11,4.206151213737584e-09,0.6689895470383276,0.2750086,0.48221144
Slit3,6.466629,0.84286934,1.0021339615086383e-10,4.50784469703184e-09,0.794425087108014,1.4568596,1.9323031
Tnik,6.4641886,0.7234556,1.0184374387658298e-10,4.561176581651682e-09,0.8013937282229965,1.2364516,1.6162812
Egfem1,6.462562,1.0347646,1.0294501790211785e-10,4.570580535082774e-09,0.7630662020905923,0.6609231,1.071188
Mical3,6.456665,0.8536138,1.0703558700280647e-10,4.731711121986134e-09,0.7421602787456446,0.6098238,0.92350125
Setbp1,6.419249,0.7277304,1.3694821406797806e-10,5.976769716941204e-09,0.7386759581881533,1.0092448,1.3577248
Shisa6,6.3889503,0.800033,1.6702824036593215e-10,7.197653920978992e-09,0.7979094076655052,1.5974333,2.061873
Kcnh1,6.3761396,0.91327477,1.8160747204887626e-10,7.793164156206172e-09,0.710801393728223,0.4892702,0.7832657
9530059O14Rik,6.3562117,0.7867862,2.0679017970794364e-10,8.800166319853403e-09,0.7526132404181185,1.0444411,1.4297214
Exoc6b,6.349501,0.74790114,2.1601429462904733e-10,9.117047760146129e-09,0.794425087108014,1.2029209,1.5918013
Prkag2,6.3348603,0.7472468,2.375566382586507e-10,9.903987325124883e-09,0.7456445993031359,0.9657203,1.3165485
Nxph1,6.327946,1.4996495,2.4844545649785087e-10,1.02744217816208e-08,0.4529616724738676,0.14206746,0.35883948
Kcnd2,6.3210325,1.102604,2.5982123406491756e-10,1.0658906306279179e-08,0.9372822299651568,2.1726427,2.8741312
Galnt14,6.3027315,1.0667795,2.9244549658680285e-10,1.1855023766775692e-08,0.6585365853658537,0.3613856,0.64808756
Rimbp2,6.266332,0.7982953,3.6965104093027274e-10,1.4809144827269051e-08,0.7421602787456446,0.81364745,1.1582804
Ttll11,6.258605,0.917697,3.8843598387826343e-10,1.5501165177647744e-08,0.7038327526132404,0.4238208,0.69166744
Tmem178b,6.2529116,0.63826543,4.0287063778013947e-10,1.6014888608810505e-08,0.8013937282229965,1.4677681,1.8242022
Agap1,6.2193594,0.8309508,4.991892678029625e-10,1.9767124056321167e-08,0.7247386759581882,0.5451111,0.828253
Cdh18,6.1994314,1.1196595,5.666756559204325e-10,2.223992842649492e-08,0.6655052264808362,0.3536127,0.6532495
Ank2,6.1990247,0.5894604,5.681416973227055e-10,2.223992842649492e-08,0.9407665505226481,2.3870347,2.7643077
Mgat5,6.196584,0.8910059,5.770159797010216e-10,2.2501429231230712e-08,0.7421602787456446,0.54176265,0.847338
Grip1,6.192924,0.8235638,5.905815374021136e-10,2.2943197907560898e-08,0.8118466898954704,1.3839576,1.8394051
2210408F21Rik,6.1784863,0.8266152,6.471900783700967e-10,2.504747714627816e-08,0.7142857142857143,0.5797275,0.87262785
Prkcb,6.1736064,0.618556,6.674967191431324e-10,2.5639873975775152e-08,0.8989547038327527,1.5576278,1.9100971
Gm37529,6.1559153,1.1457398,7.464523046352753e-10,2.845953470758135e-08,0.5853658536585366,0.15908863,0.32320172
Lingo2,6.136597,1.1264523,8.430783609735506e-10,3.178901349317917e-08,0.9442508710801394,1.6897688,2.3651774
Mapk10,6.1286664,0.57156765,8.861861004712527e-10,3.329203167191637e-08,0.8083623693379791,1.6851984,2.0188117
Rgs7,6.121346,0.72153133,9.278810815988735e-10,3.473119844116075e-08,0.8048780487804879,1.496415,1.9042869
