names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Emx1_Control (for_DEGs),mean_expr_Emx1_Mutant (for_DEGs)
Grik4,11.285827,1.3074759,1.5418519990510905e-29,1.787383152574097e-26,0.8880597014925373,0.76256835,1.3431089
Kcnq1ot1,11.276426,0.84507155,1.715750566425819e-29,1.787383152574097e-26,0.9813432835820896,1.5930947,2.0844057
Nkain2,10.934647,0.4742758,7.871203905517343e-28,6.5598613348581535e-25,1.0,3.7545168,4.076679
Ryr2,10.023884,0.41837204,1.1970391435787867e-23,7.125803016132577e-21,1.0,2.8101594,3.0848846
Eml6,9.936976,0.79996526,2.874197490186565e-23,1.4970976177009272e-20,0.9701492537313433,1.5181054,1.97469
Clstn2,9.86674,0.63828564,5.801960598222654e-23,2.844325860328682e-20,1.0,2.3453085,2.7528775
Lhx9,9.341034,2.5286634,9.539768559999438e-21,3.9752215589517655e-18,0.5261194029850746,0.11392672,0.5284556
Frmpd4,9.22699,0.8107077,2.783452405361129e-20,1.044247330674635e-17,0.996268656716418,2.3108435,2.8292127
Cntn5,9.215461,0.6257611,3.0994435836327356e-20,1.0762817844164674e-17,0.996268656716418,2.264639,2.6611457
Meg3,9.175732,0.49824172,4.4851974835117195e-20,1.437678301061026e-17,1.0,2.3402438,2.6570714
Sntg1,9.113477,0.52781177,7.978341363040182e-20,2.462648034058403e-17,1.0,2.195194,2.5263362
Prkg1,9.088114,0.5669468,1.0077219398148435e-19,2.999412373720323e-17,1.0,2.3609853,2.7228315
Synpr,8.623421,0.5461373,6.498309520646024e-18,1.6411185316686049e-15,0.9888059701492538,2.0975971,2.4366968
Cacna1c,8.534385,0.42971244,1.4090376371952813e-17,3.261922130107076e-15,1.0,2.3183706,2.5905418
Frmd4a,8.355956,0.48355722,6.490464757511369e-17,1.2579426346302267e-14,0.996268656716418,2.1685727,2.470645
Dlgap2,8.209808,0.4126123,2.2154097378188888e-16,4.102938834440582e-14,1.0,2.5620475,2.8286707
Dab1,8.17948,0.26910472,2.850722678248079e-16,5.164765826199889e-14,1.0,3.4675803,3.6487908
Tenm4,8.068627,1.5417079,7.109289474390162e-16,1.2606131591397363e-13,0.6567164179104478,0.44365674,0.9653499
Snhg14,8.05905,0.4696892,7.688983201830981e-16,1.3349997084179042e-13,1.0,2.1467254,2.4392755
Gria3,7.947133,0.497685,1.9087708433749247e-15,3.1815392417373245e-13,1.0,2.0441668,2.3506262
Csmd2,7.675235,0.73091376,1.65115977964684e-14,2.4141694041362743e-12,0.917910447761194,1.1038085,1.4690984
Dscaml1,7.522525,0.66324353,5.372848276941162e-14,7.22214799032704e-12,0.9440298507462687,1.3090241,1.6639036
Mir99ahg,7.5164943,0.60952747,5.626453848141115e-14,7.426711545916596e-12,0.9888059701492538,1.7688118,2.1307418
Celf4,7.5147204,0.5203533,5.703258206607417e-14,7.426711545916596e-12,0.9776119402985075,1.5883795,1.8852172
Ank3,7.4283447,0.3038171,1.0996521149618634e-13,1.3751901679323482e-11,1.0,2.7701316,2.9687524
Tnrc6c,7.3751354,0.42993894,1.6417804155883435e-13,1.9425807427196665e-11,0.9850746268656716,1.7866664,2.0405478
Otud7a,7.374071,0.546885,1.6549463970853893e-13,1.9425807427196665e-11,0.9664179104477612,1.4647999,1.7681556
Rbfox3,7.2215385,0.528657,5.140265225943679e-13,5.563502648443458e-11,0.9701492537313433,1.4677191,1.76083
Rbfox1,7.196885,0.2515748,6.160368454922248e-13,6.582116756836156e-11,1.0,3.4519129,3.6212096
Dennd1b,7.1303735,0.92129797,1.0009685103654954e-12,1.0559584259982327e-10,0.8022388059701493,0.6678042,1.0292751
Anks1b,7.029631,0.29049858,2.0708036565391823e-12,2.03036207924677e-10,0.996268656716418,2.6890867,2.8779774
St6galnac3,6.996996,0.56541353,2.615084788583755e-12,2.534199607913606e-10,0.9552238805970149,1.5171943,1.83534
Dgkg,6.9107976,0.55109346,4.819369077195628e-12,4.462735765483152e-10,0.9402985074626866,1.3977895,1.6980622
C130071C03Rik,6.809168,0.5589192,9.816476787792887e-12,8.434073974171744e-10,0.9291044776119403,1.2821854,1.5762683
Cadps,6.8038473,0.45809066,1.0186163077910068e-11,8.662396233806378e-10,0.9514925373134329,1.6261789,1.8887103
Unc80,6.727758,0.44270027,1.7229701894798447e-11,1.3959193842847526e-09,0.9813432835820896,1.6454595,1.8999922
Ptprs,6.7268715,0.67302173,1.733499357597007e-11,1.3959193842847526e-09,0.9216417910447762,0.95352435,1.2649245
Nbea,6.726162,0.25365898,1.7419680341446394e-11,1.3959193842847526e-09,1.0,3.0028446,3.1706314
A830018L16Rik,6.666568,0.48190418,2.618550035859507e-11,2.002109724665425e-09,0.9440298507462687,1.5894011,1.8637416
Grin2a,6.6137133,0.26841623,3.7479732832694266e-11,2.788893691318518e-09,1.0,3.0384772,3.2163653
Sorbs1,6.581788,0.47481138,4.648245894954952e-11,3.368563590309093e-09,0.9776119402985075,1.6065058,1.8777229
Eml5,6.5573115,0.47946048,5.4786441964253306e-11,3.9024804045306585e-09,0.9813432835820896,1.6085443,1.8826147
Sfpq,6.5298204,0.5749458,6.584865659071799e-11,4.573189200225364e-09,0.9402985074626866,1.1633928,1.4535595
Ube2e2,6.4854794,0.41626665,8.845010426163184e-11,5.9447029751325785e-09,0.9925373134328358,2.0298676,2.2849257
Slc44a5,6.3602605,0.5881622,2.0141170570378672e-10,1.3012132987095802e-08,0.9440298507462687,1.2514215,1.558413
Slit1,6.3513923,0.6657505,2.133745793490811e-10,1.3678951879194168e-08,0.9067164179104478,1.0224075,1.3411894
Cacna1e,6.331705,0.2873959,2.4246661486583715e-10,1.5193359160089377e-08,1.0,2.479591,2.663549
Greb1l,6.304391,1.0673654,2.8932910913896996e-10,1.786125033751241e-08,0.6380597014925373,0.43814573,0.7665033
Adamts17,6.300134,0.6348888,2.9738776506170614e-10,1.8223747309001904e-08,0.8843283582089553,1.0971961,1.410754
Ubr5,6.2329135,0.6358396,4.5783893770369066e-10,2.7285384586818274e-08,0.8432835820895522,0.88606906,1.1678647
A330076H08Rik,6.2295437,0.9203174,4.677959146730908e-10,2.7649724488549917e-08,0.6529850746268657,0.44889814,0.72864944
Cacnb2,6.2162414,0.3197167,5.092046647363158e-10,2.988529349234123e-08,0.996268656716418,2.2980409,2.4994814
Pcsk5,6.1961994,0.7588716,5.784289573121602e-10,3.347657590444127e-08,0.8097014925373134,0.8832422,1.2239885
Plxna4,6.1852026,0.33547246,6.20227209787169e-10,3.540392853675525e-08,1.0,2.300991,2.5125222
Btaf1,6.156115,0.72531486,7.455106874686969e-10,4.226589162832735e-08,0.8134328358208955,0.7362042,1.0291691
Nlgn1,6.125963,0.2590658,9.013661587738671e-10,5.0416010518264483e-08,1.0,3.453253,3.6276078
Nav2,6.1041474,0.46173203,1.0335080368715622e-09,5.7041430326407944e-08,0.9664179104477612,1.6136127,1.877567
Macf1,6.0191903,0.4740912,1.7529166939331312e-09,9.07379361940293e-08,0.9477611940298507,1.3951793,1.6518679
Shank2,6.002873,0.6438992,1.9385641117001013e-09,9.911652335526775e-08,0.835820895522388,0.7684883,1.0321484
Ralyl,5.995069,0.54198915,2.0339923058619075e-09,1.0336153583568986e-07,0.9813432835820896,1.9206798,2.2493885
Tenm2,5.986378,0.43940556,2.1456533297767407e-09,1.0837499909308701e-07,1.0,3.2941084,3.5888932
Ttc14,5.9352975,0.4730239,2.9331348006962103e-09,1.4464346407693618e-07,0.9477611940298507,1.3229911,1.573494
Sptbn4,5.881556,0.6402515,4.064270797214598e-09,1.9578978510974833e-07,0.8656716417910447,0.8318281,1.1060206
Scn1a,5.729378,0.69244355,1.0079948759136993e-08,4.492315131478487e-07,0.8134328358208955,0.7948579,1.0858817
Caln1,5.717495,0.6081476,1.0810601695910974e-08,4.766960557339791e-07,0.9216417910447762,1.0710043,1.3671318
Grin1,5.6992264,0.45664027,1.2035238545663845e-08,5.279035686292762e-07,0.9589552238805971,1.4076331,1.6554478
Iqgap2,5.6935506,0.40355796,1.244242804510768e-08,5.429067818216094e-07,0.9626865671641791,1.6393666,1.8705709
A230006K03Rik,5.6774106,1.1094247,1.3674898574415951e-08,5.935760662457424e-07,0.5634328358208955,0.41417882,0.7453236
Plekhg5,5.672799,0.5105744,1.4048294055810689e-08,6.004024751852629e-07,0.8992537313432836,1.0876204,1.3356628
Miat,5.6437116,0.63072646,1.66422892217741e-08,7.076369304809457e-07,0.8507462686567164,0.8353438,1.1057625
9330159F19Rik,5.57383,0.6583691,2.4919865553216227e-08,1.033244574728876e-06,0.8208955223880597,0.72104895,0.9811834
D430041D05Rik,5.5539656,0.5579515,2.7926069008418614e-08,1.146482064611629e-06,0.8768656716417911,1.0769196,1.3479646
Hecw1,5.546339,0.45824203,2.917132865438764e-08,1.1917345735571892e-06,0.9626865671641791,1.5145191,1.7704382
Vps13a,5.5408406,0.60712147,3.0102322566003056e-08,1.2237695427564363e-06,0.8843283582089553,0.99180275,1.2763442
Schip1,5.5333915,0.41731116,3.1409771666442497e-08,1.270723480913261e-06,0.9776119402985075,1.9928088,2.247228
Dst,5.4931297,0.42015302,3.948725168404934e-08,1.5596528698334939e-06,0.9104477611940298,1.2746983,1.4926871
Ak5,5.490292,0.38178125,4.012700076770064e-08,1.5774453981038544e-06,0.9589552238805971,1.63682,1.8551501
Tanc2,5.4675894,0.37172905,4.5619724322347155e-08,1.7601610301038945e-06,0.996268656716418,1.8044797,2.0240471
Ksr2,5.46351,0.6093267,4.6681097690281573e-08,1.7764395805972904e-06,0.832089552238806,0.83616954,1.0968337
