names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Nestin_Control (for_DEGs),mean_expr_Nestin_Mutant (for_DEGs)
Naaladl2,14.490199,1.4029782,1.3973688599517303e-47,5.216377954199809e-44,0.912621359223301,1.8373741,2.70557
Tenm2,11.976312,1.0472511,4.729006691987838e-33,5.884460660396867e-30,0.9533980582524272,2.2111735,2.8788579
Ptprd,10.688188,0.6784644,1.1560816625825558e-26,1.0789132116051702e-23,0.9825242718446602,2.7938938,3.2409482
Dpp10,10.593034,0.89192456,3.210156760921951e-26,2.3967030377043287e-23,0.8932038834951457,1.9974306,2.5510592
Nrxn1,9.0326185,0.5817583,1.6761230037438432e-19,1.0428278621626278e-16,0.9223300970873787,2.4049504,2.7777805
Dlg2,8.782017,0.57281107,1.6056854457687575e-18,8.562891098649674e-16,0.945631067961165,2.5389469,2.9097774
Celf2,8.619597,0.4389426,6.718978687613086e-18,2.7868830489844054e-15,0.9766990291262136,3.0190384,3.310395
Lsamp,8.35828,0.47252116,6.363907533621554e-17,2.3756466823009264e-14,0.9689320388349515,2.9278088,3.240276
Nlgn1,8.294113,0.5441477,1.0939842381808264e-16,3.4366260573684074e-14,0.920388349514563,2.3577855,2.7047763
Nrxn3,8.292951,0.5357354,1.1047284406220435e-16,3.4366260573684074e-14,0.8796116504854369,2.1163714,2.4496317
Pcdh9,7.8118896,0.4891581,5.633688919645343e-15,1.6177354413104666e-12,0.9611650485436893,2.7199981,3.0399332
Nrg3,7.4743977,0.46870157,7.755818860003232e-14,2.068033700313719e-11,0.9495145631067962,2.6186533,2.9231024
Csmd1,7.383763,0.4542014,1.5387719330082423e-13,3.5901472661998554e-11,0.9184466019417475,2.4059572,2.6961284
Fgf14,7.1928105,0.5671431,6.347108170692694e-13,1.393750282423284e-10,0.8349514563106796,1.9185953,2.2628114
Adgrb3,7.136777,0.51868343,9.554473574459964e-13,1.9814916585255023e-10,0.8524271844660194,2.0297737,2.3488188
Kcnip4,6.934979,0.30751613,4.062815231189966e-12,7.982362767385339e-10,0.9728155339805825,3.0421107,3.246058
Cntnap2,6.8307877,0.5344184,8.444959762422824e-12,1.5762517396562201e-09,0.8718446601941747,2.075931,2.4067554
Cadm2,6.6391897,0.4311537,3.15412676500078e-11,5.1192848755425705e-09,0.9223300970873787,2.4092999,2.684662
Grm7,6.373095,0.58685696,1.852508642597874e-10,2.7661659051271454e-08,0.7650485436893204,1.5920562,1.9283969
Lingo2,6.1436677,0.45885354,8.063736890639435e-10,1.157766531259885e-07,0.8174757281553398,1.8661088,2.1410954
Dcc,6.0548406,0.762667,1.4055674457423142e-09,1.9433271388726144e-07,0.6660194174757281,1.1940593,1.5898472
Marchf1,5.9332194,0.5855458,2.970510379126927e-09,3.960326873314578e-07,0.7398058252427184,1.5399113,1.8715687
Syt1,5.9024916,0.37443876,3.5805231705438967e-09,4.4553643318801223e-07,0.8601941747572815,2.1339934,2.3661036
Galntl6,5.568744,0.55075157,2.5658216824609963e-08,2.7366320973219713e-06,0.6893203883495146,1.3840951,1.6829995
Lrrtm4,5.5409856,0.36914182,3.0077417664186846e-08,3.118861115011375e-06,0.8932038834951457,2.2903163,2.5230658
Frmpd4,5.2053013,0.62186104,1.9368220635415388e-07,1.7634528690733083e-05,0.6213592233009708,1.1586497,1.4732451
Tafa1,5.0356517,0.5649036,4.762262497500246e-07,3.782452319823068e-05,0.5980582524271845,1.1221654,1.4022523
Lrrc4c,4.992916,0.43220413,5.947432756323062e-07,4.625368016532082e-05,0.7223300970873786,1.5622723,1.8060503
Lrfn5,4.9527636,0.54290056,7.316694522630541e-07,5.462644130595962e-05,0.6330097087378641,1.2071261,1.4849554
Opcml,4.9124813,0.33585018,8.99310034562093e-07,6.456008382731333e-05,0.8252427184466019,1.9942921,2.1984112
Ralyl,4.825074,0.5449797,1.3995116245200712e-06,9.297873242816382e-05,0.6038834951456311,1.1580235,1.4317275
Kctd16,4.8091936,0.73253804,1.5154027761956085e-06,9.588133158539334e-05,0.541747572815534,0.919122,1.2539399
Kcnh7,4.672725,0.7222237,2.972293737309424e-06,0.00017070111571347818,0.5262135922330097,0.8747566,1.1959789
Dab1,4.6214685,0.43646583,3.810327129752151e-06,0.00021415557835679946,0.6407766990291263,1.2939397,1.5222048
Asic2,4.582736,0.8873696,4.589313805549904e-06,0.000244741549087397,0.458252427184466,0.6730735,1.0211104
Anks1b,4.557043,0.45616397,5.187875624357473e-06,0.0002617072933206277,0.6699029126213593,1.3563422,1.6001427
Nalf1,4.472735,0.29919577,7.722552763175474e-06,0.00036959345467864156,0.7669902912621359,1.7612865,1.9359611
Cntn5,4.4488497,0.6265634,8.63314489252938e-06,0.0004028441235476522,0.5398058252427185,0.945007,1.2320553
Gm28307,4.395011,1.3182377,1.1076715293487876e-05,0.0004981852794047017,0.3300970873786408,0.344062,0.70509636
Xkr4,4.377323,0.5525951,1.2014585693981865e-05,0.0005339339094718369,0.5728155339805825,1.0614592,1.3278605
Grm5,4.311477,0.26358858,1.6216746787454756e-05,0.0006509367285760065,0.7359223300970874,1.748769,1.9019898
Macrod2,4.064362,0.4109494,4.8164031642617944e-05,0.0016961917936027622,0.6407766990291263,1.3003649,1.5152965
Nrg1,4.0542912,0.2961576,5.028649178716762e-05,0.0017543876059952965,0.683495145631068,1.5481662,1.7131861
Kcnq5,4.0180116,0.52959377,5.8691279735801523e-05,0.0019738247500337576,0.537864077669903,0.99621296,1.2428713
Ccser1,4.0109105,0.4159673,6.048498564556804e-05,0.0020159861733473703,0.574757281553398,1.1484642,1.3540243
Unc5c,3.9796662,0.731777,6.901208722088089e-05,0.002201898475175627,0.45048543689320386,0.7084167,0.99760836
Pcdh7,3.8196998,0.7188157,0.00013361420666097143,0.0038967330739484865,0.4407766990291262,0.68144184,0.95840156
Mdga2,3.7381027,0.25889334,0.0001854142319188754,0.005052199472650816,0.6970873786407767,1.5449488,1.6887289
Fgf12,3.7344875,0.5204557,0.00018809775136057028,0.0050881804770218034,0.537864077669903,1.00521,1.2484926
Sgcz,3.662961,0.47220704,0.00024931647465956526,0.006163565562279186,0.537864077669903,1.0138881,1.234421
Negr1,3.5772324,0.2736356,0.00034725137349810205,0.007856299256172213,0.6446601941747573,1.4063618,1.5527753
Gm26871,3.5121613,0.51666284,0.0004444780989620652,0.0091670538310795,0.4815533980582524,0.85112643,1.0716957
Pcdh15,3.45871,0.6201658,0.0005427688399449745,0.010498218028573003,0.45048543689320386,0.7576264,1.0086142
Snhg11,3.3932517,0.4282903,0.0006906816112273946,0.012340783348658306,0.5475728155339806,1.0620242,1.2658889
Lrrc7,3.3427699,0.31031525,0.0008294665517060246,0.013289264538706392,0.6077669902912621,1.2863464,1.4464886
Mgat4c,3.2451632,0.49671105,0.0011738332215970786,0.017183997710674095,0.4796116504854369,0.85140145,1.0629374
Gria4,3.1844819,0.60222155,0.0014501341534930523,0.019975464188153373,0.4155339805825243,0.6876946,0.9169078
Adgrl3,3.142005,0.33877108,0.0016779525305800408,0.021749294432830874,0.5689320388349515,1.146408,1.3124053
Ncam2,3.022708,0.31808788,0.002505239926023359,0.029000126301788942,0.5436893203883495,1.1275139,1.2817732
Prkg1,2.9998555,0.42249322,0.002701077372370023,0.029920242822128476,0.5398058252427185,1.0601194,1.2609162
Unc5d,2.9586697,0.75779724,0.0030897017638544977,0.03304829995549811,0.341747572815534,0.4925174,0.73051286
Gm11867,2.9345262,0.8126484,0.0033405740422768593,0.035127782816393005,0.31844660194174756,0.44006526,0.6785264
Ctnnd2,2.830335,0.27810246,0.0046499301098434686,0.04162635275790328,0.6097087378640776,1.3018944,1.4457947
Khdrbs2,2.8039966,0.89235616,0.005047343604163039,0.043990525504448576,0.2970873786407767,0.39263743,0.637959
