names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Emx1_Mutant (for_DEGs),mean_expr_Nestin_Mutant (for_DEGs)
Naaladl2,19.878242,1.6921391,6.279444694828001e-88,3.0731602336488237e-84,0.9945454545454545,1.1467294,2.0719836
Gm28307,14.281304,3.9669223,2.8619518736977456e-46,2.546616812704867e-43,0.5927272727272728,0.03459535,0.4385423
Hivep3,13.581968,0.94813967,5.1230721164457524e-42,2.949684110339472e-39,0.9618181818181818,1.1861184,1.6841904
Mir99ahg,13.314673,0.86423093,1.9020239653518298e-40,9.79842661729669e-38,0.9927272727272727,2.0099406,2.546693
Frmd4a,13.056993,0.4532972,5.7973347372303325e-39,2.5792869276368405e-36,0.9945454545454545,2.5061512,2.7981095
Gm11867,12.320269,2.8165011,7.045916505645221e-35,2.463051098473408e-32,0.5745454545454546,0.07218272,0.42349786
Tafa1,12.204544,1.6822233,2.939521502317539e-34,9.92139188437382e-32,0.8690909090909091,0.7035094,1.4530357
Camk1d,12.047514,0.63337016,1.9988893926565056e-33,6.521709791773959e-31,0.9854545454545455,1.8726945,2.2555475
Adarb2,11.794818,1.7567573,4.150994596819045e-32,1.069208818780653e-29,0.7145454545454546,0.37685862,0.9348118
Zbtb20,11.438384,1.4555146,2.6884548564545608e-30,5.598850241484519e-28,0.9309090909090909,1.027235,1.7780476
Hexb,11.070319,1.064593,1.7477685601708162e-28,3.2898382051830674e-26,0.8436363636363636,0.5867287,0.9818104
Auts2,11.015009,0.6918573,3.235057189964496e-28,5.863840699143054e-26,0.990909090909091,2.425937,2.871242
Tenm4,10.524691,0.6476792,6.647963709641986e-26,9.711980416414291e-24,0.9781818181818182,1.8257048,2.2146034
Erc2,10.305466,0.45574135,6.656855732084098e-25,9.308186272234165e-23,0.9945454545454545,2.3906174,2.6813948
Zeb2,10.296089,0.6142506,7.338455690931306e-25,1.0116733000399383e-22,0.9836363636363636,2.1472776,2.531702
Kctd16,10.241372,0.9733323,1.2938875676022124e-24,1.7589682655125631e-22,0.9636363636363636,1.6809609,2.2598152
Kcnip4,10.212648,1.5140043,1.740486516395266e-24,2.333682468832447e-22,1.0,2.3617198,3.3479366
Prickle2,10.200304,0.76265526,1.9765259769357287e-24,2.579498168299588e-22,0.9581818181818181,1.3349609,1.7492443
Nalf1,10.182975,0.39299414,2.362266672527563e-24,3.0028397650259462e-22,1.0,3.0574057,3.3185368
Pde4b,10.150454,1.4943193,3.2982772949816193e-24,4.08652381813672e-22,0.8109090909090909,0.702084,1.3527095
Dpp6,10.118881,0.4417263,4.555936570650403e-24,5.505371253521747e-22,0.9981818181818182,2.3860807,2.6677005
Kcnma1,9.979418,0.42268738,1.8756442202869378e-23,2.1347448404847145e-21,0.9890909090909091,2.3657827,2.6346393
Ank2,9.560908,0.28880036,1.1672770353222704e-21,1.1658477165035086e-19,1.0,2.7248573,2.9130747
Rbfox1,9.554143,0.36062917,1.2461115969384532e-21,1.2320141728114727e-19,1.0,3.9761574,4.221964
Nrg3,9.047089,0.32202828,1.468303459029409e-19,1.2283550646991329e-17,1.0,3.8926692,4.111793
Ank3,8.932432,0.32715714,4.167439109385674e-19,3.316332845745283e-17,0.9981818181818182,2.5369854,2.747573
Phactr1,8.85813,0.67731136,8.136725912505569e-19,6.271045136346812e-17,0.9727272727272728,1.9079388,2.320214
Tmem178b,8.822998,0.4007335,1.1143554357118822e-18,8.455279848641786e-17,0.9854545454545455,1.7935616,2.0301433
Pbx1,8.812552,0.70368177,1.223276661427802e-18,9.210332278504097e-17,0.9545454545454546,1.3042381,1.6813403
Atxn1,8.801395,0.40223956,1.3512489324693266e-18,1.0019715568946796e-16,0.9727272727272728,1.7272848,1.9618775
