names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Emx1_Mutant (for_DEGs),mean_expr_Nestin_Mutant (for_DEGs)
Naaladl2,16.533373,1.5252182,2.109996881558409e-61,8.827171953999604e-58,0.9861111111111112,1.280508,2.1376123
Erbb4,13.3820715,2.367428,7.697214751899763e-41,1.610064895728633e-37,0.8305555555555556,0.35424674,1.1611605
Hivep3,11.467761,0.8189709,1.9155112007507944e-30,1.2328524782062998e-27,0.9722222222222222,1.4047389,1.8600098
Dab1,11.219599,0.5524676,3.2674999938502364e-29,1.822611496569662e-26,1.0,3.2139432,3.5840125
Dlg2,10.944287,0.41836822,7.0772269973267455e-28,3.7009473929145546e-25,1.0,3.8374712,4.1220236
Anks1b,10.3842125,0.48700795,2.9257490246827616e-25,1.165702004262889e-22,1.0,2.8773918,3.198704
Opcml,9.905786,0.45237112,3.928707296346689e-23,1.2642882287897211e-20,0.9972222222222222,3.332628,3.6365309
Hexb,9.814283,1.4736923,9.773018608786404e-23,3.0285498777672536e-20,0.7694444444444445,0.43647727,0.924211
Kcnq5,9.777481,0.66767836,1.4066784993681693e-22,4.058510001452922e-20,1.0,2.7148013,3.1527605
Gm28307,9.716747,4.062937,2.558223932749266e-22,7.134886548437704e-20,0.4722222222222222,0.030184647,0.41355252
Zbtb20,9.558478,1.4574513,1.1950037705754035e-21,3.2253537252917424e-19,0.8333333333333334,0.55649084,1.1133945
Gm11867,9.502974,3.0003264,2.0398002341927337e-21,5.333440174840813e-19,0.5055555555555555,0.0680423,0.4468708
Hecw2,9.348928,0.73559856,8.85404056396522e-21,2.1788752176087354e-18,0.9916666666666667,1.7110895,2.1460662
Kctd16,9.1981,0.55102754,3.6433440709056344e-20,8.467738844796511e-18,1.0,2.7239983,3.0848956
Camk1d,8.641444,0.5550079,5.5507015569017274e-18,9.106415671881716e-16,0.9972222222222222,2.025944,2.367621
Plcb1,8.63541,0.5574845,5.851639367305663e-18,9.4155128050474e-16,0.9944444444444445,2.17216,2.5213778
Ntm,8.632193,1.1331666,6.018667203825109e-18,9.50154499894428e-16,0.9833333333333333,1.949123,2.6539307
Frmpd4,8.617513,0.62712103,6.842430649819992e-18,1.0409203135826158e-15,0.9944444444444445,2.1327426,2.524753
Auts2,8.381416,0.39543712,5.2294605337571286e-17,7.0572413364428866e-15,1.0,3.175465,3.4394975
