names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Nestin_Control (for_DEGs),mean_expr_Nestin_Mutant (for_DEGs)
Naaladl2,10.523517,1.1509418,6.731300857600499e-26,3.8173207163452427e-22,0.9559748427672956,1.947843,2.664001
Mir99ahg,7.397657,0.54461694,1.3860859663566627e-13,1.5720987030417267e-10,0.9937106918238994,3.4523628,3.8198533
Tenm2,7.322095,0.76912946,2.441294120269994e-13,2.3074298260085229e-10,0.9245283018867925,2.0805073,2.5606487
Ptprd,7.0259743,0.55269957,2.1257775321822223e-12,1.7221834835721976e-09,0.9937106918238994,2.7422426,3.1046278
Cntnap2,6.672672,0.67624027,2.5118813151958774e-11,1.7806098673094777e-08,0.9308176100628931,1.9027294,2.3140287
Dpp10,6.604768,0.74047905,3.981402871357283e-11,2.508726187051906e-08,0.9056603773584906,1.8600156,2.308742
Grik2,6.441391,0.6076164,1.1838338924140154e-10,6.713522003879881e-08,0.9119496855345912,2.221032,2.6041934
Zbtb20,6.2075577,0.3853329,5.381430536254386e-10,2.543174380924886e-07,0.9937106918238994,3.6017835,3.8624637
Celf2,5.859616,0.36598843,4.639386712130014e-09,1.7539974696326206e-06,0.9874213836477987,3.162186,3.4063387
Dlg2,5.815198,0.53408945,6.0562190220993684e-09,2.146551129645345e-06,0.9748427672955975,2.5084314,2.8531284
Gm28175,5.706195,2.4145558,1.1552973262999092e-08,3.853935963203991e-06,0.42138364779874216,0.22322574,0.8473418
Opcml,5.266864,0.5159794,1.3877388960704058e-07,3.421681425919683e-05,0.89937106918239,1.8776729,2.1882443
Galntl6,5.1739435,0.71111363,2.2920424945716e-07,5.199269194686217e-05,0.7672955974842768,1.2399094,1.6133282
Nrg1,5.1318226,0.7998648,2.8694957094622584e-07,6.258811603215564e-05,0.8364779874213837,1.7005911,2.174126
Nlgn1,4.900287,0.2616185,9.569673093149006e-07,0.00017587207355585603,0.9937106918238994,3.4683793,3.644537
Nrg3,4.897479,0.45349225,9.70739982256523e-07,0.00017587207355585603,0.9748427672955975,2.4418283,2.7324188
Rbfox1,4.802516,0.39869764,1.5668416383174343e-06,0.0002613399685558285,0.9308176100628931,2.2577212,2.5084999
Nfib,4.735123,0.29502124,2.1892209501763236e-06,0.00031833517970384436,0.9371069182389937,2.3690856,2.5561247
Hs6st3,4.189342,0.6832132,2.7976437719317035e-05,0.002735420315624947,0.6729559748427673,1.0451666,1.3764286
Tenm4,4.1104617,0.7674519,3.94868832936204e-05,0.00361177605093744,0.6415094339622641,0.9714063,1.33356
Gm29260,4.076255,3.1035218,4.576690316469872e-05,0.0039973699333934465,0.2641509433962264,0.08807928,0.5829949
Gm26871,4.016775,0.78495526,5.8999955117806e-05,0.0048943503701907925,0.6037735849056604,0.82785296,1.16937
Lingo2,3.9986506,0.37246683,6.370464808422786e-05,0.0050025318122150055,0.8301886792452831,1.699031,1.9147072
Frmpd4,3.9807813,0.57611686,6.868914772336428e-05,0.005264002118097282,0.6918238993710691,1.1029493,1.38657
Gm11867,3.943766,1.4877131,8.021188407087565e-05,0.005907553176180985,0.4025157232704403,0.34852785,0.7744489
Kcnip4,3.9013903,0.2796549,9.56418252998438e-05,0.006696108534264372,0.9874213836477987,2.850253,3.0338533
Xkr4,3.7908556,0.616038,0.00015012926452813018,0.008896246491784675,0.6666666666666666,1.0587816,1.3573234
Dcc,3.7650726,0.5466918,0.00016650069307369987,0.009257112062950509,0.7735849056603774,1.5298316,1.8380144
Epha6,3.7165701,0.34460735,0.0002019456462048289,0.010391788328498262,0.8427672955974843,1.6800985,1.8785602
Kcnq5,3.6892555,0.66547436,0.00022491126320437922,0.010671668234012626,0.6289308176100629,0.9402624,1.2456914
Ralyl,3.6175227,0.48719397,0.0002974361260477969,0.012914171750707295,0.6981132075471698,1.1535197,1.3964386
Lrrtm4,3.616757,0.21147615,0.0002983171397183311,0.012914171750707295,0.9119496855345912,2.1618607,2.292624
Grm7,3.532771,0.3768837,0.00041122847798639507,0.01606591448107366,0.779874213836478,1.5322044,1.7424911
Gm38604,3.421981,1.3606944,0.0006216664948449174,0.021317673463989134,0.36477987421383645,0.31777042,0.673261
