names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_0 (for_DEGs),mean_expr_Rest (for_DEGs)
Cacna1c,8.179744,1.38063,2.844491599019471e-16,1.6097926122717527e-12,0.9380281690140845,0.7967479674796748,2.2703967,1.4666777
Ank3,7.1783895,0.9748993,7.053740754414762e-13,1.1975841052845384e-09,0.9859154929577465,0.9186991869918699,2.884347,2.2611563
Ank2,7.161347,0.7493069,7.988831251408026e-13,1.2330397907855042e-09,0.9943661971830986,0.967479674796748,2.85226,2.3714309
Pbx1,6.9276724,1.3084776,4.278215688674771e-12,4.272679174254133e-09,0.9661971830985916,0.8130081300813008,2.4302738,1.6455039
Mctp1,6.629993,1.4622797,3.357030444433464e-11,2.7140791850281594e-08,0.8140845070422535,0.7073170731707317,1.9176899,1.1336011
Enox1,6.405408,1.0146793,1.4996794786433194e-10,9.792906995540875e-08,0.9154929577464789,0.8048780487804879,1.8969407,1.3360689
Kcnb2,6.2906537,1.3118348,3.161320734260036e-10,1.7313839814924804e-07,0.8901408450704226,0.7398373983739838,2.211833,1.4529749
Tanc2,6.102805,0.6578369,1.0422292857485441e-09,4.915269114844107e-07,0.9380281690140845,0.926829268292683,2.290662,1.8915039
Cntnap5a,5.678631,1.4536481,1.3577706939435636e-08,4.802548092036213e-06,0.7830985915492957,0.6260162601626016,1.9099064,1.1314689
Gramd1b,5.6695414,1.2616755,1.4318016563081083e-08,4.9610466368977675e-06,0.7323943661971831,0.5772357723577236,1.1653607,0.6525765
Hecw1,5.6524987,1.2636731,1.581319103170096e-08,5.2642423007101745e-06,0.7830985915492957,0.5691056910569106,1.3918731,0.81481904
Ptpro,5.5960684,1.7686548,2.1926711494766846e-08,6.7685765046936634e-06,0.6309859154929578,0.43089430894308944,1.1874661,0.5120908
Gabrb3,5.3544407,0.61338633,8.582144466357515e-08,2.428460812496965e-05,0.952112676056338,0.9186991869918699,2.3236744,1.9490852
Gm26871,5.2650614,1.0059321,1.4014267492791022e-07,3.717722398321968e-05,0.847887323943662,0.7642276422764228,2.021457,1.4495558
Cdh2,5.2177205,0.87266904,1.8113869442607326e-07,4.45706196226938e-05,0.8450704225352113,0.7642276422764228,1.5951213,1.1460445
Frmd4a,5.2010565,0.83353746,1.9815901374555992e-07,4.80620533624588e-05,0.8985915492957747,0.8292682926829268,2.0261843,1.5465478
Ctnna2,5.187801,0.7059261,2.127919248012893e-07,4.959087403066391e-05,0.9971830985915493,0.959349593495935,3.2658536,2.8003454
Fgf13,5.115843,1.2350599,3.1234313064946476e-07,6.628702090208266e-05,0.7549295774647887,0.5853658536585366,1.461851,0.8787315
Plxna2,5.071532,1.2231616,3.946264155582175e-07,7.70505355961877e-05,0.7183098591549296,0.6178861788617886,1.2950512,0.75875527
Rbfox3,5.0696383,1.0355749,3.9857282079088267e-07,7.70505355961877e-05,0.7690140845070422,0.5772357723577236,1.3450164,0.8690142
Rbfox1,4.9052706,0.77367646,9.329860374175941e-07,0.00016000239336642336,0.9887323943661972,0.959349593495935,3.626991,3.109417
Tenm4,4.8719425,0.95747256,1.105062343792183e-06,0.00018393871051866357,0.8676056338028169,0.7317073170731707,1.8913021,1.3605099
Frmd5,4.8469467,0.9073301,1.253760920965064e-06,0.0002004619565843448,0.8140845070422535,0.7479674796747967,1.6319253,1.1610582
Zfp385b,4.84013,1.0330964,1.2975447061365235e-06,0.00020397883352579535,0.8169014084507042,0.6829268292682927,1.6953068,1.1549033
Syn3,4.748099,1.2374923,2.053375404091989e-06,0.0003005362725058085,0.6253521126760564,0.4715447154471545,0.9753399,0.53101486
Ppfia2,4.637511,0.65545255,3.5263030241319427e-06,0.0004714139586119065,0.9633802816901409,0.8943089430894309,2.371178,1.9691586
Pclo,4.484884,0.6286965,7.295368110441464e-06,0.0008616732086251952,0.847887323943662,0.7886178861788617,1.6643866,1.3269973
Lrrc7,4.4701133,0.6699087,7.817811733127792e-06,0.0009029306639798889,0.9746478873239437,0.9349593495934959,2.794141,2.3653057
Kif5c,4.4534492,1.0466543,8.450160288028297e-06,0.0009628645729539894,0.647887323943662,0.5203252032520326,0.93586254,0.5596468
Pak5,4.425045,0.8483228,9.64222037240993e-06,0.0010630234901478947,0.7774647887323943,0.7073170731707317,1.357745,0.9569564
Tenm3,4.369751,0.9775674,1.2438839064780411e-05,0.0013011896285657005,0.7887323943661971,0.7154471544715447,1.8200723,1.2883176
Dgki,4.3462696,0.71998036,1.3847225687310933e-05,0.0014162542031275,0.8450704225352113,0.7479674796747967,1.6477809,1.2661226
Nell1,4.324682,1.5715504,1.5275182355307922e-05,0.0015345683196947807,0.5154929577464789,0.2926829268292683,0.9113938,0.40583923
Rerg,4.2769628,1.8856804,1.8946050066299205e-05,0.0018276479433274313,0.4450704225352113,0.23577235772357724,0.64394534,0.2188391
Kcnn2,4.254997,0.8904298,2.0905221229418628e-05,0.0019501584946871949,0.7352112676056338,0.6178861788617886,1.2360903,0.84045255
Macrod2,4.2402263,0.3962053,2.2329462478399956e-05,0.0020603783367297525,0.9859154929577465,0.983739837398374,2.9252434,2.6674302
Myt1l,4.2258344,0.59245723,2.3805679687445483e-05,0.002184717998559186,0.9408450704225352,0.8943089430894309,2.1927695,1.8372378
Myo16,4.207656,1.757337,2.5803358993815594e-05,0.0023296122334442422,0.49577464788732395,0.35772357723577236,0.83072215,0.32428816
Dok6,4.2065196,0.6715335,2.5933367423781467e-05,0.0023296122334442422,0.9183098591549296,0.8211382113821138,1.8715972,1.493416
Sh3kbp1,4.2050047,0.94510585,2.6107681353243766e-05,0.0023329274421861716,0.6845070422535211,0.6016260162601627,1.0795864,0.69784474
C130073E24Rik,4.201975,1.6724775,2.6459657798272258e-05,0.002352000367010819,0.48732394366197185,0.3008130081300813,0.8697673,0.3611085
Scn3a,4.190234,0.8054827,2.786665793664147e-05,0.002426257017683584,0.7154929577464789,0.6016260162601627,1.0538179,0.7271366
Unc5d,4.1841745,1.4760722,2.862040183790145e-05,0.0024295859120194545,0.6366197183098592,0.5691056910569106,1.4663012,0.7876229
Cntnap4,4.1542554,2.163813,3.2634875197068e-05,0.0027565915974916443,0.36901408450704226,0.13008130081300814,0.57646924,0.16042691
Cadps,4.143651,0.5966641,3.418200078952668e-05,0.0028729802445771483,0.9464788732394366,0.8699186991869918,2.2020717,1.8435881
Olfm3,4.123957,1.8844641,3.724183281587477e-05,0.003099469791901578,0.4253521126760563,0.21951219512195122,0.7112593,0.24744183
Prkg1,4.0872207,0.78630966,4.3657202091077914e-05,0.003463607369637013,0.8507042253521127,0.7967479674796748,2.133634,1.6709257
Nrg1,4.0679054,0.9289849,4.743761170059824e-05,0.0036608898702398043,0.9380281690140845,0.8536585365853658,2.7301588,2.1435077
Dpysl5,4.015641,2.1374936,5.928439522647568e-05,0.004462626057320624,0.38309859154929576,0.18699186991869918,0.49249396,0.13508628
Mgat4c,3.9807982,1.0816039,6.86842088339163e-05,0.004899665956227861,0.7464788732394366,0.6829268292682927,1.6864837,1.1246792
Cers6,3.9739811,0.8335893,7.068113631919921e-05,0.005000101385114018,0.7126760563380282,0.5609756097560976,1.1229664,0.7718492
Sorbs1,3.9372447,0.5302035,8.242254021735928e-05,0.005688495478903764,0.847887323943662,0.8211382113821138,1.5050049,1.2315369
Cacna2d1,3.9160361,0.54478973,9.001680702545135e-05,0.006088865934972562,0.8619718309859155,0.8455284552845529,1.8728482,1.5633656
Cntn5,3.913385,0.8509397,9.101128163769622e-05,0.006102538321142418,0.8732394366197183,0.8211382113821138,2.2823644,1.7713572
Adamts18,3.9111125,4.231466,9.187193918118898e-05,0.006102538321142418,0.28450704225352114,0.06504065040650407,0.430719,0.028257046
Snap25,3.8970997,0.5436823,9.735156120526055e-05,0.006381601568119358,0.9183098591549296,0.8373983739837398,1.9090408,1.5978273
Ppm1l,3.882708,0.89176345,0.00010329956740759177,0.006693969677275164,0.6676056338028169,0.5528455284552846,1.0433514,0.6886291
Srrm4,3.8815718,1.0241708,0.00010378347161941552,0.006699755821879988,0.6,0.4634146341463415,0.8601043,0.51304966
Cdh8,3.8652866,1.0484841,0.00011095882344511462,0.007055651327532419,0.6619718309859155,0.5528455284552846,1.2472192,0.78815496
Syt1,3.8607419,0.53236073,0.00011304326934223278,0.007161375473479209,0.9830985915492958,0.959349593495935,3.038341,2.690495
Snhg14,3.8474865,0.61439365,0.00011933587636107,0.007504016699474987,0.9267605633802817,0.8617886178861789,2.2777488,1.9048811
B3galt1,3.8266566,0.5105323,0.0001298955941609505,0.008019517809689517,0.9690140845070423,0.926829268292683,2.3626258,2.0479562
Nsg2,3.8171883,0.7864271,0.00013498115481310198,0.008303297269626253,0.6929577464788732,0.5691056910569106,0.94564235,0.64858973
Magi2,3.8099926,0.41199923,0.0001389710156086515,0.008456809688185251,0.9915492957746479,0.967479674796748,3.0701027,2.7997522
Map1b,3.8027966,0.54476786,0.00014307177514350801,0.00861373261839177,0.8676056338028169,0.8211382113821138,1.6077565,1.3180819
Dlgap1,3.776286,0.43037918,0.0001591843345177586,0.009416834952761343,0.9774647887323944,0.991869918699187,3.047092,2.7651503
Clvs1,3.7319748,0.83994377,0.0001899845512937902,0.010787818434334347,0.6676056338028169,0.5691056910569106,0.97644645,0.65471476
Robo1,3.7081149,0.68163216,0.00020880786843338394,0.011696568327517491,0.8647887323943662,0.8780487804878049,2.2794216,1.8669254
Usp29,3.674787,0.6648445,0.00023804793600058346,0.012953775184031749,0.7380281690140845,0.7235772357723578,1.3075793,0.99372745
Scn2a,3.6573656,0.6039838,0.00025482084597550287,0.013604868940163797,0.8084507042253521,0.7073170731707317,1.444779,1.1417713
Rgs6,3.6422164,1.222079,0.0002703006162537579,0.014207937655592263,0.5633802816901409,0.43089430894308944,1.1127181,0.6289275
Ccser1,3.6210077,0.374696,0.0002934577014939675,0.015143844547004804,0.971830985915493,0.983739837398374,2.782953,2.5414128
Rtn1,3.6191142,0.42454687,0.0002956132453317667,0.015207343766674502,0.9323943661971831,0.8861788617886179,1.908712,1.6639249
Atp8a2,3.6141906,0.7836109,0.0003012872673155551,0.015361126800250736,0.6507042253521127,0.5853658536585366,0.9656411,0.66517687
Sema5a,3.6126757,1.466876,0.0003030535367083377,0.01540491900070107,0.532394366197183,0.3983739837398374,1.1303751,0.5644924
Kcnma1,3.6058588,0.59714913,0.000311122411457561,0.015720941374185924,0.8845070422535212,0.8373983739837398,2.020291,1.6721631
Sgip1,3.5785904,0.4005449,0.0003454524367637803,0.01700026513442163,0.9408450704225352,0.9105691056910569,2.002573,1.7672259
Grin1,3.496028,0.673445,0.00047223932738854136,0.022211240306100173,0.7014084507042253,0.6260162601626016,1.0761579,0.79401034
Cntnap5b,3.4952705,1.1182029,0.00047358163451574164,0.022211240306100173,0.6084507042253521,0.4959349593495935,1.1561549,0.69474167
Ctnnd2,3.4869385,0.47040516,0.0004885837866264026,0.022788943761931493,0.9690140845070423,0.959349593495935,2.7377415,2.4363232
Dclk1,3.4483082,0.44637212,0.000564109726851208,0.025676822902090644,0.9098591549295775,0.8699186991869918,2.0032198,1.7415754
Ahi1,3.4384613,0.47534984,0.0005850299171496923,0.02624842232425776,0.8338028169014085,0.7967479674796748,1.5286049,1.280349
Zfp804a,3.432023,1.0054415,0.0005990966323949461,0.02655734366788876,0.5887323943661972,0.5203252032520326,1.0656166,0.6666659
Dync1i1,3.3880908,0.81227356,0.0007038097775494171,0.030251347856288618,0.6816901408450704,0.6178861788617886,1.1705275,0.81817377
Ralyl,3.37938,0.5084091,0.0007264951127711135,0.030991040262884333,0.8929577464788733,0.8943089430894309,2.1118956,1.8093525
Gm45323,3.3759716,2.464581,0.000735555454876727,0.0311856905227388,0.27605633802816903,0.08130081300813008,0.33993557,0.07078283
Epha6,3.3706694,0.4975978,0.0007498581538303502,0.03152132766027129,0.9352112676056338,0.9105691056910569,2.4008527,2.092595
Thsd7a,3.3634734,1.0386531,0.0007696822937670609,0.03210728742893651,0.5915492957746479,0.4959349593495935,1.0504093,0.6443981
Apc,3.3051496,0.42467836,0.0009492573595470368,0.03784567576917533,0.8647887323943662,0.8455284552845529,1.725956,1.4907333
Ttc3,3.304392,0.33040643,0.0009518261016278635,0.03784567576917533,0.9577464788732394,0.9512195121951219,2.1647775,1.9648685
